Date,USD LIBOR3M 1y,,,Date,USD LIBOR3M 5y
05/01/2008,3.1495,,,05/01/2008,4.7446
05/02/2008,3.2002,,,05/02/2008,4.7721
05/05/2008,3.3184,,,05/05/2008,4.8574
05/06/2008,3.2791,,,05/06/2008,4.8624
05/07/2008,3.2564,,,05/07/2008,4.9536
05/08/2008,3.1862,,,05/08/2008,4.872
05/09/2008,3.069,,,05/09/2008,4.788
05/12/2008,3.0581,,,05/12/2008,4.775
5/13/2008,3.1165,,,5/13/2008,4.8173
5/14/2008,3.4085,,,5/14/2008,4.9569
5/15/2008,3.5203,,,5/15/2008,4.9067
5/16/2008,3.3579,,,5/16/2008,4.8111
5/19/2008,3.3497,,,5/19/2008,4.7811
5/20/2008,3.2698,,,5/20/2008,4.7837
5/21/2008,3.1642,,,5/21/2008,4.7018
5/22/2008,3.2715,,,5/22/2008,4.77
5/23/2008,3.4595,,,5/23/2008,4.8708
5/26/2008,3.3421,,,5/26/2008,4.7794
5/27/2008,3.3421,,,5/27/2008,4.7753
5/28/2008,3.4651,,,5/28/2008,4.9045
5/29/2008,3.6062,,,5/29/2008,4.9967
5/30/2008,3.6686,,,5/30/2008,5.1349
06/02/2008,3.6084,,,06/02/2008,5.0742
06/03/2008,3.4447,,,06/03/2008,4.9939
06/04/2008,3.3442,,,06/04/2008,4.93
06/05/2008,3.3403,,,06/05/2008,5.037
06/06/2008,3.4178,,,06/06/2008,5.186
06/09/2008,3.3409,,,06/09/2008,5.0834
06/10/2008,3.8028,,,06/10/2008,5.0607
06/11/2008,4.0308,,,06/11/2008,5.1483
06/12/2008,3.9026,,,06/12/2008,5.0658
6/13/2008,4.1403,,,6/13/2008,5.191
6/16/2008,4.1883,,,6/16/2008,5.2267
6/17/2008,4.1807,,,6/17/2008,5.2575
6/18/2008,4.0424,,,6/18/2008,5.1729
6/19/2008,3.9351,,,6/19/2008,5.1482
6/20/2008,3.9941,,,6/20/2008,5.1733
6/23/2008,3.9,,,6/23/2008,5.1558
6/24/2008,4.0519,,,6/24/2008,5.0843
6/25/2008,3.9368,,,6/25/2008,5.0831
6/26/2008,3.8721,,,6/26/2008,5.1095
6/27/2008,3.6851,,,6/27/2008,5.0469
6/30/2008,3.6608,,,6/30/2008,5.0379
07/01/2008,3.6423,,,07/01/2008,4.9722
07/02/2008,3.6567,,,07/02/2008,5.024
07/03/2008,3.6159,,,07/03/2008,5.0001
07/04/2008,3.5665,,,07/04/2008,5.0864
07/07/2008,3.5693,,,07/07/2008,5.0692
07/08/2008,3.4572,,,07/08/2008,5.0604
07/09/2008,3.4045,,,07/09/2008,4.9791
07/10/2008,3.3025,,,07/10/2008,4.8974
07/11/2008,3.3409,,,07/11/2008,4.8519
7/14/2008,3.4869,,,7/14/2008,4.954
7/15/2008,3.3831,,,7/15/2008,4.9151
7/16/2008,3.2917,,,7/16/2008,4.8794
7/17/2008,3.3562,,,7/17/2008,4.9619
7/18/2008,3.601,,,7/18/2008,5.1616
7/21/2008,3.7022,,,7/21/2008,5.199
7/22/2008,3.6851,,,7/22/2008,5.1221
7/23/2008,3.758,,,7/23/2008,5.158
7/24/2008,3.8517,,,7/24/2008,5.1705
7/25/2008,3.5973,,,7/25/2008,5.0518
7/28/2008,3.6821,,,7/28/2008,5.198
7/29/2008,3.5194,,,7/29/2008,5.065
7/30/2008,3.5289,,,7/30/2008,5.1011
7/31/2008,3.5511,,,7/31/2008,5.1002
08/01/2008,3.4622,,,08/01/2008,5.0292
08/04/2008,3.4725,,,08/04/2008,4.9777
08/05/2008,3.5371,,,08/05/2008,5.0775
08/06/2008,3.5233,,,08/06/2008,5.1461
08/07/2008,3.569,,,08/07/2008,5.1394
08/08/2008,3.4227,,,08/08/2008,5.0741
08/11/2008,3.4786,,,08/11/2008,5.0306
08/12/2008,3.5461,,,08/12/2008,5.1538
8/13/2008,3.3916,,,8/13/2008,5.0307
8/14/2008,3.4403,,,8/14/2008,5.0264
8/15/2008,3.4183,,,8/15/2008,4.9923
8/18/2008,3.3842,,,8/18/2008,4.9406
8/19/2008,3.3718,,,8/19/2008,4.943
8/20/2008,3.3305,,,8/20/2008,4.9559
8/21/2008,3.2352,,,8/21/2008,4.8935
8/22/2008,3.3064,,,8/22/2008,4.9023
8/25/2008,3.4362,,,8/25/2008,4.947
8/26/2008,3.3396,,,8/26/2008,4.8591
8/27/2008,3.3217,,,8/27/2008,4.8677
8/28/2008,3.2174,,,8/28/2008,4.8151
8/29/2008,3.2649,,,8/29/2008,4.7425
09/01/2008,3.2843,,,09/01/2008,4.7632
09/02/2008,3.2867,,,09/02/2008,4.7358
09/03/2008,3.2027,,,09/03/2008,4.7299
09/04/2008,3.1685,,,09/04/2008,4.7223
09/05/2008,3.0751,,,09/05/2008,4.6125
09/08/2008,3.1518,,,09/08/2008,4.6795
09/09/2008,3.1275,,,09/09/2008,4.5549
09/10/2008,3.0791,,,09/10/2008,4.465
09/11/2008,3.0811,,,09/11/2008,4.5108
09/12/2008,3.0231,,,09/12/2008,4.5143
9/15/2008,3.091,,,9/15/2008,4.6622
9/16/2008,2.558,,,9/16/2008,4.3535
9/17/2008,2.6861,,,9/17/2008,4.4014
9/18/2008,2.5318,,,9/18/2008,4.4022
9/19/2008,2.5854,,,9/19/2008,4.328
9/22/2008,3.13,,,9/22/2008,4.7598
9/23/2008,3.1738,,,9/23/2008,4.7584
9/24/2008,3.2844,,,9/24/2008,4.7427
9/25/2008,3.3885,,,9/25/2008,4.7393
9/26/2008,3.4263,,,9/26/2008,4.8131
9/29/2008,3.3126,,,9/29/2008,4.8125
9/30/2008,2.8324,,,9/30/2008,4.5281
10/01/2008,3.2382,,,10/01/2008,4.8345
10/02/2008,3.1172,,,10/02/2008,4.721
10/03/2008,2.9293,,,10/03/2008,4.6031
10/06/2008,2.7969,,,10/06/2008,4.6006
10/07/2008,2.3492,,,10/07/2008,4.475
10/08/2008,2.4344,,,10/08/2008,4.5095
10/09/2008,2.4917,,,10/09/2008,4.5265
10/10/2008,2.7557,,,10/10/2008,4.8363
10/13/2008,2.6855,,,10/13/2008,5.2658
10/14/2008,2.9498,,,10/14/2008,5.2751
10/15/2008,2.7588,,,10/15/2008,5.2473
10/16/2008,2.632,,,10/16/2008,5.21
10/17/2008,2.5212,,,10/17/2008,5.159
10/20/2008,2.4616,,,10/20/2008,5.1228
10/21/2008,2.5051,,,10/21/2008,4.9067
10/22/2008,2.3102,,,10/22/2008,4.6329
10/23/2008,2.3945,,,10/23/2008,4.5339
10/24/2008,2.4601,,,10/24/2008,4.3984
10/27/2008,2.6324,,,10/27/2008,4.6559
10/28/2008,2.6763,,,10/28/2008,4.6517
10/29/2008,2.6693,,,10/29/2008,4.9401
10/30/2008,2.5407,,,10/30/2008,4.9906
10/31/2008,2.6485,,,10/31/2008,5.0898
11/03/2008,2.7843,,,11/03/2008,5.0666
11/04/2008,2.6664,,,11/04/2008,4.9747
11/05/2008,2.4499,,,11/05/2008,4.9329
11/06/2008,2.3782,,,11/06/2008,4.7771
11/07/2008,2.3317,,,11/07/2008,4.8145
11/10/2008,2.3908,,,11/10/2008,4.9277
11/11/2008,2.2917,,,11/11/2008,4.7072
11/12/2008,2.2456,,,11/12/2008,4.8146
11/13/2008,2.1797,,,11/13/2008,4.7324
11/14/2008,2.2991,,,11/14/2008,4.8604
11/17/2008,2.3629,,,11/17/2008,4.7584
11/18/2008,2.2671,,,11/18/2008,4.6055
11/19/2008,2.206,,,11/19/2008,4.5201
11/20/2008,2.1351,,,11/20/2008,4.1664
11/21/2008,2.0105,,,11/21/2008,3.5353
11/24/2008,2.1587,,,11/24/2008,4.0102
11/25/2008,2.4094,,,11/25/2008,4.1078
11/26/2008,2.1258,,,11/26/2008,3.752
11/27/2008,2.1278,,,11/27/2008,3.6514
11/28/2008,2.0822,,,11/28/2008,3.6893
12/01/2008,2.0396,,,12/01/2008,3.521
12/02/2008,1.9035,,,12/02/2008,3.3035
12/03/2008,1.9037,,,12/03/2008,3.2772
12/04/2008,1.9242,,,12/04/2008,3.299
12/05/2008,1.9321,,,12/05/2008,3.0945
12/08/2008,2.1042,,,12/08/2008,3.3145
12/09/2008,2.0971,,,12/09/2008,3.2572
12/10/2008,1.9695,,,12/10/2008,3.2072
12/11/2008,1.8898,,,12/11/2008,3.1913
12/12/2008,1.7925,,,12/12/2008,3.0802
12/15/2008,1.7747,,,12/15/2008,2.9948
12/16/2008,1.7111,,,12/16/2008,2.9986
12/17/2008,1.433,,,12/17/2008,2.6629
12/18/2008,1.4915,,,12/18/2008,2.5529
12/19/2008,1.5136,,,12/19/2008,2.4934
12/22/2008,1.4749,,,12/22/2008,2.5887
12/23/2008,1.5623,,,12/23/2008,2.7075
12/24/2008,1.5183,,,12/24/2008,2.8468
12/25/2008,1.5573,,,12/25/2008,2.8882
12/26/2008,1.5573,,,12/26/2008,2.8891
12/29/2008,1.5308,,,12/29/2008,2.7783
12/30/2008,1.3916,,,12/30/2008,2.6556
12/31/2008,1.3859,,,12/31/2008,2.6732
01/01/2009,1.4327,,,01/01/2009,2.7628
01/02/2009,1.4327,,,01/02/2009,2.9262
01/05/2009,1.6677,,,01/05/2009,2.9628
01/06/2009,1.5508,,,01/06/2009,3.0658
01/07/2009,1.4408,,,01/07/2009,3.018
01/08/2009,1.3579,,,01/08/2009,3.0027
01/09/2009,1.3351,,,01/09/2009,2.8772
01/12/2009,1.224,,,01/12/2009,2.8157
1/13/2009,1.1778,,,1/13/2009,2.6955
1/14/2009,1.1839,,,1/14/2009,2.7083
1/15/2009,1.1776,,,1/15/2009,2.5738
1/16/2009,1.3048,,,1/16/2009,2.5715
1/19/2009,1.2454,,,1/19/2009,2.7304
1/20/2009,1.2462,,,1/20/2009,3.1947
1/21/2009,1.2205,,,1/21/2009,2.7293
1/22/2009,1.3901,,,1/22/2009,2.8995
1/23/2009,1.3373,,,1/23/2009,3.0184
1/26/2009,1.3942,,,1/26/2009,3.056
1/27/2009,1.4272,,,1/27/2009,3.1189
1/28/2009,1.3767,,,1/28/2009,3.0233
1/29/2009,1.3963,,,1/29/2009,3.1818
1/30/2009,1.4992,,,1/30/2009,3.3902
02/02/2009,1.6109,,,02/02/2009,3.3078
02/03/2009,1.5489,,,02/03/2009,3.193
02/04/2009,1.5667,,,02/04/2009,3.394
02/05/2009,1.5943,,,02/05/2009,3.4708
02/06/2009,1.5657,,,02/06/2009,3.5053
02/09/2009,1.5211,,,02/09/2009,3.6156
02/10/2009,1.5931,,,02/10/2009,3.6231
02/11/2009,1.5735,,,02/11/2009,3.4808
02/12/2009,1.4951,,,02/12/2009,3.3709
2/13/2009,1.4288,,,2/13/2009,3.4051
2/16/2009,1.5979,,,2/16/2009,3.5359
2/17/2009,1.5991,,,2/17/2009,3.2161
2/18/2009,1.4916,,,2/18/2009,3.309
2/19/2009,1.558,,,2/19/2009,3.416
2/20/2009,1.5896,,,2/20/2009,3.5008
2/23/2009,1.5303,,,2/23/2009,3.4533
2/24/2009,1.5179,,,2/24/2009,3.3778
2/25/2009,1.5639,,,2/25/2009,3.41
2/26/2009,1.678,,,2/26/2009,3.6506
2/27/2009,1.7106,,,2/27/2009,3.876
03/02/2009,1.6807,,,03/02/2009,3.9199
03/03/2009,1.5326,,,03/03/2009,3.7948
03/04/2009,1.5891,,,03/04/2009,3.7298
03/05/2009,1.667,,,03/05/2009,3.8424
03/06/2009,1.6104,,,03/06/2009,3.5885
03/09/2009,1.6699,,,03/09/2009,3.6381
03/10/2009,1.7586,,,03/10/2009,3.6148
03/11/2009,1.7886,,,03/11/2009,3.7783
03/12/2009,1.73,,,03/12/2009,3.6171
3/13/2009,1.6745,,,3/13/2009,3.5067
3/16/2009,1.6551,,,3/16/2009,3.6455
3/17/2009,1.6872,,,3/17/2009,3.6791
3/18/2009,1.7371,,,3/18/2009,3.7449
3/19/2009,1.4139,,,3/19/2009,3.2719
3/20/2009,1.4728,,,3/20/2009,3.363
3/23/2009,1.485,,,3/23/2009,3.4368
3/24/2009,1.456,,,3/24/2009,3.3956
3/25/2009,1.4696,,,3/25/2009,3.4054
3/26/2009,1.5132,,,3/26/2009,3.4754
3/27/2009,1.4389,,,3/27/2009,3.381
3/30/2009,1.4029,,,3/30/2009,3.3756
3/31/2009,1.3471,,,3/31/2009,3.3507
04/01/2009,1.3364,,,04/01/2009,3.3303
04/02/2009,1.3484,,,04/02/2009,3.2742
04/03/2009,1.4061,,,04/03/2009,3.4187
04/06/2009,1.5557,,,04/06/2009,3.5017
04/07/2009,1.5659,,,04/07/2009,3.6536
04/08/2009,1.5221,,,04/08/2009,3.6601
04/09/2009,1.4957,,,04/09/2009,3.5554
04/10/2009,1.5056,,,04/10/2009,3.5964
4/13/2009,1.5056,,,4/13/2009,3.3802
4/14/2009,1.4298,,,4/14/2009,3.2963
4/15/2009,1.4014,,,4/15/2009,3.4402
4/16/2009,1.3768,,,4/16/2009,3.4167
4/17/2009,1.4801,,,4/17/2009,3.2727
4/20/2009,1.5904,,,4/20/2009,3.6247
4/21/2009,1.5375,,,4/21/2009,3.4952
4/22/2009,1.6093,,,4/22/2009,3.4809
4/23/2009,1.6137,,,4/23/2009,3.5582
4/24/2009,1.5726,,,4/24/2009,3.5203
4/27/2009,1.5963,,,4/27/2009,3.6249
4/28/2009,1.4618,,,4/28/2009,3.4966
4/29/2009,1.5012,,,4/29/2009,3.6617
4/30/2009,1.5126,,,4/30/2009,3.7781
05/01/2009,1.4804,,,05/01/2009,3.8284
05/04/2009,1.498,,,05/04/2009,3.9204
05/05/2009,1.5294,,,05/05/2009,3.8977
05/06/2009,1.4888,,,05/06/2009,3.9466
05/07/2009,1.4288,,,05/07/2009,3.8891
05/08/2009,1.4506,,,05/08/2009,4.1363
05/11/2009,1.4356,,,05/11/2009,4.0817
05/12/2009,1.3645,,,05/12/2009,3.9373
5/13/2009,1.3344,,,5/13/2009,3.8981
5/14/2009,1.2998,,,5/14/2009,3.8407
5/15/2009,1.263,,,5/15/2009,3.8633
5/18/2009,1.2483,,,5/18/2009,3.8721
5/19/2009,1.2583,,,5/19/2009,3.9847
5/20/2009,1.2338,,,5/20/2009,3.9757
5/21/2009,1.1643,,,5/21/2009,3.97
5/22/2009,1.2491,,,5/22/2009,4.2228
5/26/2009,1.2797,,,5/26/2009,4.4616
5/27/2009,1.3705,,,5/27/2009,4.5273
5/28/2009,1.4375,,,5/28/2009,4.7548
5/29/2009,1.378,,,5/29/2009,4.7759
06/01/2009,1.3378,,,06/01/2009,4.4182
06/02/2009,1.4566,,,06/02/2009,4.8115
06/03/2009,1.4206,,,06/03/2009,4.8454
06/04/2009,1.3477,,,06/04/2009,4.7174
06/05/2009,1.4881,,,06/05/2009,4.8851
06/08/2009,1.9655,,,06/08/2009,5.1297
06/09/2009,2.2143,,,06/09/2009,5.1686
06/10/2009,1.9747,,,06/10/2009,5.0987
06/11/2009,2.0443,,,06/11/2009,5.2189
06/12/2009,1.9793,,,06/12/2009,5.0956
6/15/2009,1.8729,,,6/15/2009,4.9275
6/16/2009,1.7786,,,6/16/2009,4.7517
6/17/2009,1.736,,,6/17/2009,4.682
6/18/2009,1.7268,,,6/18/2009,4.6737
6/19/2009,1.903,,,6/19/2009,4.9024
6/22/2009,1.8068,,,6/22/2009,4.923
6/23/2009,1.6967,,,6/23/2009,4.756
6/24/2009,1.6399,,,6/24/2009,4.6935
6/25/2009,1.7154,,,6/25/2009,4.8278
6/26/2009,1.5693,,,6/26/2009,4.5218
6/29/2009,1.555,,,6/29/2009,4.5051
6/30/2009,1.5589,,,6/30/2009,4.4732
07/01/2009,1.6401,,,07/01/2009,4.542
07/02/2009,1.587,,,07/02/2009,4.5292
07/03/2009,1.4667,,,07/03/2009,4.4974
07/06/2009,1.447,,,07/06/2009,4.5734
07/07/2009,1.3841,,,07/07/2009,4.5122
07/08/2009,1.4109,,,07/08/2009,4.4168
07/09/2009,1.3289,,,07/09/2009,4.1697
07/10/2009,1.3337,,,07/10/2009,4.3479
7/13/2009,1.3409,,,7/13/2009,4.2356
7/14/2009,1.375,,,7/14/2009,4.3111
7/15/2009,1.4484,,,7/15/2009,4.4206
7/16/2009,1.5599,,,7/16/2009,4.6421
7/17/2009,1.5056,,,7/17/2009,4.636
7/20/2009,1.55,,,7/20/2009,4.6541
7/21/2009,1.5407,,,7/21/2009,4.6777
7/22/2009,1.4128,,,7/22/2009,4.4872
7/23/2009,1.4387,,,7/23/2009,4.6128
7/24/2009,1.5615,,,7/24/2009,4.7368
7/27/2009,1.5473,,,7/27/2009,4.7135
7/28/2009,1.5712,,,7/28/2009,4.8837
7/29/2009,1.6173,,,7/29/2009,4.739
7/30/2009,1.6719,,,7/30/2009,4.7098
7/31/2009,1.7025,,,7/31/2009,4.6613
08/03/2009,1.6088,,,08/03/2009,4.5023
08/04/2009,1.7608,,,08/04/2009,4.6903
08/05/2009,1.7942,,,08/05/2009,4.7103
08/06/2009,1.864,,,08/06/2009,4.7912
08/07/2009,1.8548,,,08/07/2009,4.8871
08/10/2009,2.0085,,,08/10/2009,4.981
08/11/2009,1.9084,,,08/11/2009,4.9308
08/12/2009,1.7658,,,08/12/2009,4.7794
8/13/2009,1.7239,,,8/13/2009,4.7665
8/14/2009,1.6273,,,8/14/2009,4.671
8/17/2009,1.62,,,8/17/2009,4.5864
8/18/2009,1.5594,,,8/18/2009,4.4274
8/19/2009,1.6094,,,8/19/2009,4.5253
8/20/2009,1.5586,,,8/20/2009,4.4783
8/21/2009,1.5519,,,8/21/2009,4.4382
8/24/2009,1.7195,,,8/24/2009,4.6152
8/25/2009,1.5823,,,8/25/2009,4.5018
8/26/2009,1.5576,,,8/26/2009,4.4443
8/27/2009,1.5705,,,8/27/2009,4.4085
8/28/2009,1.5306,,,8/28/2009,4.4184
8/31/2009,1.5111,,,8/31/2009,4.3711
09/01/2009,1.4493,,,09/01/2009,4.3485
09/02/2009,1.3959,,,09/02/2009,4.2905
09/03/2009,1.3473,,,09/03/2009,4.2072
09/04/2009,1.3732,,,09/04/2009,4.2489
09/07/2009,1.3949,,,09/07/2009,4.3869
09/08/2009,1.3994,,,09/08/2009,4.3868
09/09/2009,1.3628,,,09/09/2009,4.4113
09/10/2009,1.3611,,,09/10/2009,4.3885
09/11/2009,1.285,,,09/11/2009,4.235
9/14/2009,1.2892,,,9/14/2009,4.2323
9/15/2009,1.3286,,,9/15/2009,4.3715
9/16/2009,1.3733,,,9/16/2009,4.4159
9/17/2009,1.4371,,,9/17/2009,4.4173
9/18/2009,1.4009,,,9/18/2009,4.3048
9/21/2009,1.4921,,,9/21/2009,4.3977
9/22/2009,1.4974,,,9/22/2009,4.428
9/23/2009,1.4411,,,9/23/2009,4.3743
9/24/2009,1.3681,,,9/24/2009,4.3316
9/25/2009,1.3407,,,9/25/2009,4.3091
9/28/2009,1.4486,,,9/28/2009,4.1517
9/29/2009,1.4513,,,9/29/2009,4.1457
9/30/2009,1.4974,,,9/30/2009,4.1341
10/01/2009,1.4693,,,10/01/2009,4.1619
10/02/2009,1.3623,,,10/02/2009,3.9999
10/05/2009,1.3653,,,10/05/2009,4.0217
10/06/2009,1.3642,,,10/06/2009,4.0931
10/07/2009,1.3772,,,10/07/2009,4.1342
10/08/2009,1.3302,,,10/08/2009,4.0648
10/09/2009,1.3689,,,10/09/2009,4.1067
10/12/2009,1.5062,,,10/12/2009,4.2266
10/13/2009,1.4811,,,10/13/2009,4.0025
10/14/2009,1.3953,,,10/14/2009,4.235
10/15/2009,1.4595,,,10/15/2009,4.3381
10/16/2009,1.511,,,10/16/2009,4.3714
10/19/2009,1.5375,,,10/19/2009,4.3212
10/20/2009,1.5111,,,10/20/2009,4.2673
10/21/2009,1.4275,,,10/21/2009,4.2545
10/22/2009,1.4948,,,10/22/2009,4.3082
10/23/2009,1.4652,,,10/23/2009,4.3675
10/26/2009,1.5526,,,10/26/2009,4.4342
10/27/2009,1.5989,,,10/27/2009,4.5196
10/28/2009,1.4688,,,10/28/2009,4.3532
10/29/2009,1.4001,,,10/29/2009,4.3488
10/30/2009,1.474,,,10/30/2009,4.4049
11/02/2009,1.3776,,,11/02/2009,4.3534
11/03/2009,1.408,,,11/03/2009,4.3694
11/04/2009,1.4321,,,11/04/2009,4.4164
11/05/2009,1.4068,,,11/05/2009,4.5029
11/06/2009,1.3544,,,11/06/2009,4.5341
11/09/2009,1.292,,,11/09/2009,4.4412
11/10/2009,1.2833,,,11/10/2009,4.4534
11/11/2009,1.2606,,,11/11/2009,4.3994
11/12/2009,1.214,,,11/12/2009,4.5127
11/13/2009,1.22,,,11/13/2009,4.3821
11/16/2009,1.2421,,,11/16/2009,4.2941
11/17/2009,1.1353,,,11/17/2009,4.2007
11/18/2009,1.1342,,,11/18/2009,4.2207
11/19/2009,1.1186,,,11/19/2009,4.2408
11/20/2009,1.0886,,,11/20/2009,4.2638
11/23/2009,1.102,,,11/23/2009,4.3043
11/24/2009,1.1145,,,11/24/2009,4.2502
11/25/2009,1.0807,,,11/25/2009,4.159
11/26/2009,1.1167,,,11/26/2009,4.0854
11/27/2009,1.1196,,,11/27/2009,4.0108
11/30/2009,1.0606,,,11/30/2009,3.9503
12/01/2009,1.0342,,,12/01/2009,3.9465
12/02/2009,1.0516,,,12/02/2009,4.0706
12/03/2009,1.1309,,,12/03/2009,4.0936
12/04/2009,1.1516,,,12/04/2009,4.2079
12/07/2009,1.3337,,,12/07/2009,4.3282
12/08/2009,1.238,,,12/08/2009,4.2622
12/09/2009,1.1646,,,12/09/2009,4.2258
12/10/2009,1.148,,,12/10/2009,4.2351
12/11/2009,1.1797,,,12/11/2009,4.3435
12/14/2009,1.2435,,,12/14/2009,4.4107
12/15/2009,1.2866,,,12/15/2009,4.4074
12/16/2009,1.3394,,,12/16/2009,4.454
12/17/2009,1.2963,,,12/17/2009,4.495
12/18/2009,1.1743,,,12/18/2009,4.3735
12/21/2009,1.203,,,12/21/2009,4.418
12/22/2009,1.3027,,,12/22/2009,4.619
12/23/2009,1.3642,,,12/23/2009,4.7277
12/24/2009,1.4047,,,12/24/2009,4.6884
12/25/2009,1.4881,,,12/25/2009,4.6929
12/28/2009,1.4881,,,12/28/2009,4.7459
12/29/2009,1.5448,,,12/29/2009,4.8367
12/30/2009,1.5584,,,12/30/2009,4.7346
12/31/2009,1.5359,,,12/31/2009,4.7207
01/01/2010,1.6086,,,01/01/2010,4.7856
01/04/2010,1.6086,,,01/04/2010,4.7561
01/05/2010,1.502,,,01/05/2010,4.7065
01/06/2010,1.4215,,,01/06/2010,4.6098
01/07/2010,1.3927,,,01/07/2010,4.727
01/08/2010,1.4164,,,01/08/2010,4.7344
01/11/2010,1.3286,,,01/11/2010,4.7758
01/12/2010,1.2827,,,01/12/2010,4.7336
1/13/2010,1.2488,,,1/13/2010,4.6088
1/14/2010,1.3157,,,1/14/2010,4.6903
1/15/2010,1.2648,,,1/15/2010,4.6444
1/18/2010,1.2158,,,1/18/2010,4.5997
1/19/2010,1.2204,,,1/19/2010,4.5365
1/20/2010,1.2495,,,1/20/2010,4.5963
1/21/2010,1.2517,,,1/21/2010,4.5381
1/22/2010,1.2111,,,1/22/2010,4.4892
1/25/2010,1.1783,,,1/25/2010,4.5229
1/26/2010,1.1743,,,1/26/2010,4.5472
1/27/2010,1.1688,,,1/27/2010,4.5379
1/28/2010,1.2286,,,1/28/2010,4.5601
1/29/2010,1.1995,,,1/29/2010,4.5004
02/01/2010,1.164,,,02/01/2010,4.4242
02/02/2010,1.196,,,02/02/2010,4.5192
02/03/2010,1.188,,,02/03/2010,4.4886
02/04/2010,1.226,,,02/04/2010,4.5641
02/05/2010,1.1642,,,02/05/2010,4.4488
02/08/2010,1.0891,,,02/08/2010,4.3799
02/09/2010,1.1349,,,02/09/2010,4.3844
02/10/2010,1.1645,,,02/10/2010,4.481
02/11/2010,1.2361,,,02/11/2010,4.5117
02/12/2010,1.2368,,,02/12/2010,4.5404
2/15/2010,1.171,,,2/15/2010,4.5332
2/16/2010,1.1741,,,2/16/2010,4.5217
2/17/2010,1.133,,,2/17/2010,4.4996
2/18/2010,1.1824,,,2/18/2010,4.5871
2/19/2010,1.2073,,,2/19/2010,4.6555
2/22/2010,1.2752,,,2/22/2010,4.5752
2/23/2010,1.2159,,,2/23/2010,4.6559
2/24/2010,1.1498,,,2/24/2010,4.5352
2/25/2010,1.1275,,,2/25/2010,4.5296
2/26/2010,1.1202,,,2/26/2010,4.593
03/01/2010,1.1108,,,03/01/2010,4.5821
03/02/2010,1.1098,,,03/02/2010,4.5721
03/03/2010,1.0871,,,03/03/2010,4.5604
03/04/2010,1.1098,,,03/04/2010,4.5327
03/05/2010,1.1676,,,03/05/2010,4.5107
03/08/2010,1.2111,,,03/08/2010,4.6088
03/09/2010,1.2148,,,03/09/2010,4.664
03/10/2010,1.1807,,,03/10/2010,4.6302
03/11/2010,1.2146,,,03/11/2010,4.6385
03/12/2010,1.2557,,,03/12/2010,4.644
3/15/2010,1.281,,,3/15/2010,4.6156
3/16/2010,1.2298,,,3/16/2010,4.6103
3/17/2010,1.1664,,,3/17/2010,4.5607
3/18/2010,1.1668,,,3/18/2010,4.5281
3/19/2010,1.2182,,,3/19/2010,4.585
3/22/2010,1.289,,,3/22/2010,4.5901
3/23/2010,1.2519,,,3/23/2010,4.5369
3/24/2010,1.2378,,,3/24/2010,4.4962
3/25/2010,1.3215,,,3/25/2010,4.6309
3/26/2010,1.3293,,,3/26/2010,4.6937
3/29/2010,1.2961,,,3/29/2010,4.6691
3/30/2010,1.2844,,,3/30/2010,4.6658
3/31/2010,1.2985,,,3/31/2010,4.6335
04/01/2010,1.2674,,,04/01/2010,4.6533
04/02/2010,1.2968,,,04/02/2010,4.7255
04/05/2010,1.3775,,,04/05/2010,4.8248
04/06/2010,1.4529,,,04/06/2010,4.8925
04/07/2010,1.3798,,,04/07/2010,4.8012
04/08/2010,1.2768,,,04/08/2010,4.6753
04/09/2010,1.2758,,,04/09/2010,4.7287
04/12/2010,1.2836,,,04/12/2010,4.7113
4/13/2010,1.2506,,,4/13/2010,4.6559
4/14/2010,1.2516,,,4/14/2010,4.6011
4/15/2010,1.2702,,,4/15/2010,4.7048
4/16/2010,1.2437,,,4/16/2010,4.6611
4/19/2010,1.151,,,4/19/2010,4.5774
4/20/2010,1.1839,,,4/20/2010,4.6497
4/21/2010,1.2316,,,4/21/2010,4.6358
4/22/2010,1.2333,,,4/22/2010,4.5584
4/23/2010,1.2785,,,4/23/2010,4.5786
4/26/2010,1.3499,,,4/26/2010,4.6327
4/27/2010,1.3568,,,4/27/2010,4.6496
4/28/2010,1.2814,,,4/28/2010,4.5133
4/29/2010,1.2907,,,4/29/2010,4.6525
4/30/2010,1.2634,,,4/30/2010,4.6074
05/03/2010,1.2822,,,05/03/2010,4.523
05/04/2010,1.356,,,05/04/2010,4.5424
05/05/2010,1.3483,,,05/05/2010,4.4383
05/06/2010,1.2731,,,05/06/2010,4.4015
05/07/2010,1.2506,,,05/07/2010,4.2857
05/10/2010,1.2426,,,05/10/2010,4.3549
05/11/2010,1.2025,,,05/11/2010,4.4469
05/12/2010,1.2042,,,05/12/2010,4.4397
5/13/2010,1.1836,,,5/13/2010,4.5025
5/14/2010,1.1955,,,5/14/2010,4.4317
5/17/2010,1.1704,,,5/17/2010,4.3517
5/18/2010,1.1589,,,5/18/2010,4.3701
5/19/2010,1.1453,,,5/19/2010,4.2202
5/20/2010,1.1532,,,5/20/2010,4.2319
5/21/2010,1.1419,,,5/21/2010,4.035
5/24/2010,1.1914,,,5/24/2010,4.0497
5/25/2010,1.2772,,,5/25/2010,4.0024
5/26/2010,1.3393,,,5/26/2010,3.9576
5/27/2010,1.3624,,,5/27/2010,3.9773
5/28/2010,1.3704,,,5/28/2010,4.1929
