Date,USD LIBOR3M 1y,,,Date,USD LIBOR3M 5y
6/26/2012,0.5296,,,6/26/2012,2.037
6/27/2012,0.5504,,,6/27/2012,2.064
6/28/2012,0.5608,,,6/28/2012,2.0555
6/29/2012,0.5755,,,6/29/2012,1.9866
07/02/2012,0.5601,,,07/02/2012,2.0519
07/03/2012,0.5596,,,07/03/2012,2.0315
07/04/2012,0.5502,,,07/04/2012,2.0569
07/05/2012,0.5509,,,07/05/2012,2.0624
07/06/2012,0.546,,,07/06/2012,2.036
07/09/2012,0.5357,,,07/09/2012,1.9779
07/10/2012,0.5399,,,07/10/2012,1.9111
07/11/2012,0.5399,,,07/11/2012,1.8802
07/12/2012,0.5112,,,07/12/2012,1.9009
7/13/2012,0.4818,,,7/13/2012,1.851
7/16/2012,0.482,,,7/16/2012,1.8793
7/17/2012,0.4615,,,7/17/2012,1.8846
7/18/2012,0.4669,,,7/18/2012,1.9186
7/19/2012,0.452,,,7/19/2012,1.8892
7/20/2012,0.4368,,,7/20/2012,1.9068
7/23/2012,0.4369,,,7/23/2012,1.8443
7/24/2012,0.4352,,,7/24/2012,1.7987
7/25/2012,0.4354,,,7/25/2012,1.7685
7/26/2012,0.4307,,,7/26/2012,1.7775
7/27/2012,0.4227,,,7/27/2012,1.8023
7/30/2012,0.4406,,,7/30/2012,1.9481
7/31/2012,0.4049,,,7/31/2012,1.8967
08/01/2012,0.4051,,,08/01/2012,1.8591
08/02/2012,0.4161,,,08/02/2012,1.9468
08/03/2012,0.419,,,08/03/2012,1.9069
08/06/2012,0.4269,,,08/06/2012,2.0172
08/07/2012,0.4142,,,08/07/2012,2.011
08/08/2012,0.4327,,,08/08/2012,2.0894
08/09/2012,0.457,,,08/09/2012,2.1026
08/10/2012,0.4675,,,08/10/2012,2.1157
8/13/2012,0.4493,,,8/13/2012,2.0833
8/14/2012,0.4496,,,8/14/2012,2.0843
8/15/2012,0.4531,,,8/15/2012,2.1722
8/16/2012,0.4694,,,8/16/2012,2.2918
8/17/2012,0.4834,,,8/17/2012,2.3207
8/20/2012,0.4856,,,8/20/2012,2.2762
8/21/2012,0.4807,,,8/21/2012,2.2614
8/22/2012,0.4862,,,8/22/2012,2.26
8/23/2012,0.4491,,,8/23/2012,2.1205
8/24/2012,0.4208,,,8/24/2012,2.1006
8/27/2012,0.4391,,,8/27/2012,2.1157
8/28/2012,0.4342,,,8/28/2012,2.0603
8/29/2012,0.4304,,,8/29/2012,2.0264
8/30/2012,0.4304,,,8/30/2012,2.029
8/31/2012,0.4114,,,8/31/2012,2.0058
09/03/2012,0.3767,,,09/03/2012,1.9181
09/04/2012,0.3769,,,09/04/2012,1.9116
09/05/2012,0.3771,,,09/05/2012,1.9359
09/06/2012,0.3776,,,09/06/2012,1.9634
09/07/2012,0.4077,,,09/07/2012,2.0775
09/10/2012,0.3881,,,09/10/2012,2.0552
09/11/2012,0.3781,,,09/11/2012,2.0323
09/12/2012,0.378,,,09/12/2012,2.0968
9/13/2012,0.3787,,,9/13/2012,2.1684
9/14/2012,0.3538,,,9/14/2012,2.0858
9/17/2012,0.3488,,,9/17/2012,2.2141
9/18/2012,0.3542,,,9/18/2012,2.1982
9/19/2012,0.3695,,,9/19/2012,2.1489
9/20/2012,0.3702,,,9/20/2012,2.0788
9/21/2012,0.3805,,,9/21/2012,2.0396
9/24/2012,0.3811,,,9/24/2012,2.0355
9/25/2012,0.3858,,,9/25/2012,1.979
9/26/2012,0.3971,,,9/26/2012,1.9313
9/27/2012,0.4214,,,9/27/2012,1.8818
9/28/2012,0.3928,,,9/28/2012,1.9595
10/01/2012,0.356,,,10/01/2012,1.9506
10/02/2012,0.3614,,,10/02/2012,1.9519
10/03/2012,0.3722,,,10/03/2012,1.9494
10/04/2012,0.3623,,,10/04/2012,1.9054
10/05/2012,0.3691,,,10/05/2012,1.9974
10/08/2012,0.3907,,,10/08/2012,2.075
10/09/2012,0.395,,,10/09/2012,2.0869
10/10/2012,0.3761,,,10/10/2012,2.0313
10/11/2012,0.3873,,,10/11/2012,1.9703
10/12/2012,0.3837,,,10/12/2012,1.9628
10/15/2012,0.3738,,,10/15/2012,1.9667
10/16/2012,0.3639,,,10/16/2012,1.9679
10/17/2012,0.3544,,,10/17/2012,2.0295
10/18/2012,0.3741,,,10/18/2012,2.1412
10/19/2012,0.3848,,,10/19/2012,2.1623
10/22/2012,0.4008,,,10/22/2012,2.0741
10/23/2012,0.3961,,,10/23/2012,2.1349
10/24/2012,0.3897,,,10/24/2012,2.0919
10/25/2012,0.3782,,,10/25/2012,2.121
10/26/2012,0.4139,,,10/26/2012,2.1845
10/29/2012,0.3971,,,10/29/2012,2.0747
10/30/2012,0.3925,,,10/30/2012,2.0375
10/31/2012,0.4005,,,10/31/2012,1.9411
11/01/2012,0.3787,,,11/01/2012,2.0093
11/02/2012,0.3739,,,11/02/2012,2.0542
11/05/2012,0.3712,,,11/05/2012,2.0222
11/06/2012,0.3637,,,11/06/2012,1.9751
11/07/2012,0.3955,,,11/07/2012,2.0836
11/08/2012,0.3652,,,11/08/2012,1.9343
11/09/2012,0.3715,,,11/09/2012,1.8572
11/12/2012,0.3822,,,11/12/2012,1.8706
11/13/2012,0.3815,,,11/13/2012,1.8555
11/14/2012,0.3691,,,11/14/2012,1.8638
11/15/2012,0.3594,,,11/15/2012,1.8513
11/16/2012,0.3703,,,11/16/2012,1.8684
11/19/2012,0.3775,,,11/19/2012,1.8479
11/20/2012,0.3708,,,11/20/2012,1.8943
11/21/2012,0.3719,,,11/21/2012,1.9552
11/22/2012,0.3911,,,11/22/2012,1.9656
11/23/2012,0.3914,,,11/23/2012,1.9743
11/26/2012,0.401,,,11/26/2012,1.9736
11/27/2012,0.4027,,,11/27/2012,1.9437
11/28/2012,0.3924,,,11/28/2012,1.9003
11/29/2012,0.379,,,11/29/2012,1.8993
11/30/2012,0.3698,,,11/30/2012,1.8537
12/03/2012,0.362,,,12/03/2012,1.8509
12/04/2012,0.3622,,,12/04/2012,1.8588
12/05/2012,0.3574,,,12/05/2012,1.8432
12/06/2012,0.3528,,,12/06/2012,1.8225
12/07/2012,0.3491,,,12/07/2012,1.8279
12/10/2012,0.3429,,,12/10/2012,1.8619
12/11/2012,0.3441,,,12/11/2012,1.8674
12/12/2012,0.3435,,,12/12/2012,1.9055
12/13/2012,0.344,,,12/13/2012,1.9613
12/14/2012,0.3505,,,12/14/2012,2.0078
12/17/2012,0.3509,,,12/17/2012,1.974
12/18/2012,0.3601,,,12/18/2012,2.0636
12/19/2012,0.3805,,,12/19/2012,2.1239
12/20/2012,0.3911,,,12/20/2012,2.0924
12/21/2012,0.3919,,,12/21/2012,2.1067
12/24/2012,0.3879,,,12/24/2012,2.0636
12/25/2012,0.3995,,,12/25/2012,2.0596
12/26/2012,0.3995,,,12/26/2012,2.0594
12/27/2012,0.3985,,,12/27/2012,2.0501
12/28/2012,0.399,,,12/28/2012,2.0036
12/31/2012,0.3853,,,12/31/2012,1.9831
01/01/2013,0.3756,,,01/01/2013,2.0511
01/02/2013,0.3746,,,01/02/2013,2.1882
01/03/2013,0.3719,,,01/03/2013,2.1338
01/04/2013,0.3796,,,01/04/2013,2.2208
01/07/2013,0.3902,,,01/07/2013,2.193
01/08/2013,0.3795,,,01/08/2013,2.2003
01/09/2013,0.3698,,,01/09/2013,2.1579
01/10/2013,0.3554,,,01/10/2013,2.1499
01/11/2013,0.3614,,,01/11/2013,2.2024
1/14/2013,0.3668,,,1/14/2013,2.17
1/15/2013,0.3608,,,1/15/2013,2.135
1/16/2013,0.3546,,,1/16/2013,2.1219
1/17/2013,0.3559,,,1/17/2013,2.1073
1/18/2013,0.3931,,,1/18/2013,2.1942
1/21/2013,0.383,,,1/21/2013,2.1556
1/22/2013,0.3833,,,1/22/2013,2.1549
1/23/2013,0.3787,,,1/23/2013,2.1579
1/24/2013,0.3743,,,1/24/2013,2.1351
1/25/2013,0.3802,,,1/25/2013,2.1824
1/28/2013,0.4231,,,1/28/2013,2.304
1/29/2013,0.4378,,,1/29/2013,2.3221
1/30/2013,0.4282,,,1/30/2013,2.3581
1/31/2013,0.417,,,1/31/2013,2.3561
02/01/2013,0.4186,,,02/01/2013,2.3489
02/04/2013,0.4088,,,02/04/2013,2.4097
02/05/2013,0.4065,,,02/05/2013,2.341
02/06/2013,0.4145,,,02/06/2013,2.3928
02/07/2013,0.3927,,,02/07/2013,2.3438
02/08/2013,0.3889,,,02/08/2013,2.3292
02/11/2013,0.3891,,,02/11/2013,2.3345
02/12/2013,0.3945,,,02/12/2013,2.3392
2/13/2013,0.4028,,,2/13/2013,2.3662
2/14/2013,0.4139,,,2/14/2013,2.4388
2/15/2013,0.4021,,,2/15/2013,2.3679
2/18/2013,0.4053,,,2/18/2013,2.3655
2/19/2013,0.4058,,,2/19/2013,2.3658
2/20/2013,0.4012,,,2/20/2013,2.4166
2/21/2013,0.4021,,,2/21/2013,2.3984
2/22/2013,0.3858,,,2/22/2013,2.3537
2/25/2013,0.3777,,,2/25/2013,2.3429
2/26/2013,0.3689,,,2/26/2013,2.2116
2/27/2013,0.3761,,,2/27/2013,2.2543
2/28/2013,0.3895,,,2/28/2013,2.3543
03/01/2013,0.3795,,,03/01/2013,2.3254
03/04/2013,0.3695,,,03/04/2013,2.2802
03/05/2013,0.3689,,,03/05/2013,2.3184
03/06/2013,0.3694,,,03/06/2013,2.3427
03/07/2013,0.3748,,,03/07/2013,2.4111
03/08/2013,0.3855,,,03/08/2013,2.4696
03/11/2013,0.3906,,,03/11/2013,2.5481
03/12/2013,0.391,,,03/12/2013,2.5624
3/13/2013,0.3868,,,3/13/2013,2.5114
3/14/2013,0.3878,,,3/14/2013,2.5151
3/15/2013,0.3933,,,3/15/2013,2.5296
3/18/2013,0.3836,,,3/18/2013,2.4777
3/19/2013,0.389,,,3/19/2013,2.4446
3/20/2013,0.4302,,,3/20/2013,2.3759
3/21/2013,0.4156,,,3/21/2013,2.4562
3/22/2013,0.4262,,,3/22/2013,2.4066
3/25/2013,0.4368,,,3/25/2013,2.4351
3/26/2013,0.4372,,,3/26/2013,2.436
3/27/2013,0.4381,,,3/27/2013,2.4371
3/28/2013,0.4341,,,3/28/2013,2.329
3/29/2013,0.4243,,,3/29/2013,2.3535
04/01/2013,0.4243,,,04/01/2013,2.3401
04/02/2013,0.4134,,,04/02/2013,2.312
04/03/2013,0.4098,,,04/03/2013,2.3504
04/04/2013,0.39,,,04/04/2013,2.2934
04/05/2013,0.3801,,,04/05/2013,2.2352
04/08/2013,0.3652,,,04/08/2013,2.1786
04/09/2013,0.3706,,,04/09/2013,2.2434
04/10/2013,0.3709,,,04/10/2013,2.2319
04/11/2013,0.3718,,,04/11/2013,2.2941
04/12/2013,0.3671,,,04/12/2013,2.2767
4/15/2013,0.3657,,,4/15/2013,2.1919
4/16/2013,0.3611,,,4/16/2013,2.1342
4/17/2013,0.3617,,,4/17/2013,2.1966
4/18/2013,0.3623,,,4/18/2013,2.1542
4/19/2013,0.3624,,,4/19/2013,2.1376
4/22/2013,0.3627,,,4/22/2013,2.1659
4/23/2013,0.3528,,,4/23/2013,2.1614
4/24/2013,0.3548,,,4/24/2013,2.1848
4/25/2013,0.3538,,,4/25/2013,2.1701
4/26/2013,0.351,,,4/26/2013,2.1761
4/29/2013,0.3538,,,4/29/2013,2.14
4/30/2013,0.3438,,,4/30/2013,2.1395
05/01/2013,0.3446,,,05/01/2013,2.1502
05/02/2013,0.3392,,,05/02/2013,2.11
05/03/2013,0.3343,,,05/03/2013,2.0974
05/06/2013,0.3476,,,05/06/2013,2.2484
05/07/2013,0.3476,,,05/07/2013,2.2661
05/08/2013,0.3532,,,05/08/2013,2.2923
05/09/2013,0.3516,,,05/09/2013,2.278
05/10/2013,0.3496,,,05/10/2013,2.295
5/13/2013,0.3603,,,5/13/2013,2.4087
5/14/2013,0.374,,,5/14/2013,2.4323
5/15/2013,0.3745,,,5/15/2013,2.5058
5/16/2013,0.376,,,5/16/2013,2.4403
5/17/2013,0.368,,,5/17/2013,2.3625
5/20/2013,0.3865,,,5/20/2013,2.465
5/21/2013,0.3824,,,5/21/2013,2.4791
5/22/2013,0.383,,,5/22/2013,2.4226
5/23/2013,0.3894,,,5/23/2013,2.5904
5/24/2013,0.3898,,,5/24/2013,2.5694
5/27/2013,0.4006,,,5/27/2013,2.5758
5/28/2013,0.4006,,,5/28/2013,2.5515
5/29/2013,0.4538,,,5/29/2013,2.8054
5/30/2013,0.473,,,5/30/2013,2.7301
5/31/2013,0.4645,,,5/31/2013,2.7391
06/03/2013,0.461,,,06/03/2013,2.7763
06/04/2013,0.4641,,,06/04/2013,2.7763
06/05/2013,0.4653,,,06/05/2013,2.829
06/06/2013,0.4623,,,06/06/2013,2.7517
06/07/2013,0.464,,,06/07/2013,2.73
06/10/2013,0.4797,,,06/10/2013,2.8574
06/11/2013,0.5002,,,06/11/2013,2.935
06/12/2013,0.5015,,,06/12/2013,2.8862
6/13/2013,0.5032,,,6/13/2013,2.9355
6/14/2013,0.4636,,,6/14/2013,2.8275
6/17/2013,0.4185,,,6/17/2013,2.7898
6/18/2013,0.409,,,6/18/2013,2.8683
6/19/2013,0.4001,,,6/19/2013,2.8887
6/20/2013,0.4417,,,6/20/2013,3.1853
6/21/2013,0.4914,,,6/21/2013,3.3093
6/24/2013,0.5594,,,6/24/2013,3.4676
6/25/2013,0.5801,,,6/25/2013,3.4739
6/26/2013,0.5769,,,6/26/2013,3.5723
6/27/2013,0.542,,,6/27/2013,3.453
6/28/2013,0.5064,,,6/28/2013,3.3438
07/01/2013,0.5072,,,07/01/2013,3.3819
07/02/2013,0.507,,,07/02/2013,3.3949
07/03/2013,0.5169,,,07/03/2013,3.3851
07/04/2013,0.5467,,,07/04/2013,3.4439
07/05/2013,0.5479,,,07/05/2013,3.4205
07/08/2013,0.584,,,07/08/2013,3.8401
07/09/2013,0.5314,,,07/09/2013,3.7007
07/10/2013,0.5336,,,07/10/2013,3.6644
07/11/2013,0.5352,,,07/11/2013,3.6431
07/12/2013,0.4973,,,07/12/2013,3.5465
7/15/2013,0.5306,,,7/15/2013,3.553
7/16/2013,0.5161,,,7/16/2013,3.4819
7/17/2013,0.4839,,,7/17/2013,3.472
7/18/2013,0.4747,,,7/18/2013,3.4041
7/19/2013,0.4768,,,7/19/2013,3.4516
7/22/2013,0.4766,,,7/22/2013,3.407
7/23/2013,0.4811,,,7/23/2013,3.4044
7/24/2013,0.4872,,,7/24/2013,3.4196
7/25/2013,0.5082,,,7/25/2013,3.5352
7/26/2013,0.4939,,,7/26/2013,3.5291
7/29/2013,0.4697,,,7/29/2013,3.517
7/30/2013,0.4705,,,7/30/2013,3.5602
7/31/2013,0.4718,,,7/31/2013,3.591
08/01/2013,0.4715,,,08/01/2013,3.54
08/02/2013,0.4921,,,08/02/2013,3.733
08/05/2013,0.462,,,08/05/2013,3.5366
08/06/2013,0.4758,,,08/06/2013,3.5949
08/07/2013,0.4732,,,08/07/2013,3.6099
08/08/2013,0.4738,,,08/08/2013,3.5387
08/09/2013,0.467,,,08/09/2013,3.5129
08/12/2013,0.4626,,,08/12/2013,3.4804
8/13/2013,0.4582,,,8/13/2013,3.541
8/14/2013,0.4969,,,8/14/2013,3.6904
8/15/2013,0.4947,,,8/15/2013,3.6771
8/16/2013,0.5096,,,8/16/2013,3.7442
8/19/2013,0.5088,,,8/19/2013,3.8244
8/20/2013,0.5288,,,8/20/2013,3.9352
8/21/2013,0.5117,,,8/21/2013,3.8419
8/22/2013,0.5234,,,8/22/2013,3.9756
8/23/2013,0.5681,,,8/23/2013,3.9545
8/26/2013,0.5496,,,8/26/2013,3.8381
8/27/2013,0.5355,,,8/27/2013,3.7839
8/28/2013,0.5272,,,8/28/2013,3.6747
8/29/2013,0.5476,,,8/29/2013,3.7443
8/30/2013,0.5455,,,8/30/2013,3.7016
09/02/2013,0.5395,,,09/02/2013,3.7337
09/03/2013,0.5408,,,09/03/2013,3.7149
09/04/2013,0.5711,,,09/04/2013,3.8181
09/05/2013,0.6047,,,09/05/2013,3.8474
09/06/2013,0.6442,,,09/06/2013,4.0009
09/09/2013,0.5865,,,09/09/2013,3.9102
09/10/2013,0.554,,,09/10/2013,3.8672
09/11/2013,0.5853,,,09/11/2013,3.9211
09/12/2013,0.5702,,,09/12/2013,3.8652
9/13/2013,0.5668,,,9/13/2013,3.8489
9/16/2013,0.5682,,,9/16/2013,3.8084
9/17/2013,0.5302,,,9/17/2013,3.7703
9/18/2013,0.5012,,,9/18/2013,3.7637
9/19/2013,0.4534,,,9/19/2013,3.5396
9/20/2013,0.4555,,,9/20/2013,3.652
9/23/2013,0.4556,,,9/23/2013,3.6354
9/24/2013,0.4448,,,9/24/2013,3.5747
9/25/2013,0.4487,,,9/25/2013,3.5174
9/26/2013,0.4442,,,9/26/2013,3.4753
9/27/2013,0.4507,,,9/27/2013,3.5082
9/30/2013,0.4481,,,9/30/2013,3.5142
10/01/2013,0.4418,,,10/01/2013,3.4838
10/02/2013,0.4497,,,10/02/2013,3.5681
10/03/2013,0.4482,,,10/03/2013,3.5247
10/04/2013,0.4401,,,10/04/2013,3.4903
10/07/2013,0.4409,,,10/07/2013,3.5823
10/08/2013,0.4531,,,10/08/2013,3.5221
10/09/2013,0.483,,,10/09/2013,3.5014
10/10/2013,0.4759,,,10/10/2013,3.5481
10/11/2013,0.4739,,,10/11/2013,3.5846
10/14/2013,0.4621,,,10/14/2013,3.5761
10/15/2013,0.4695,,,10/15/2013,3.5883
10/16/2013,0.4701,,,10/16/2013,3.6428
10/17/2013,0.4613,,,10/17/2013,3.5653
10/18/2013,0.435,,,10/18/2013,3.4614
10/21/2013,0.4307,,,10/21/2013,3.4581
10/22/2013,0.4282,,,10/22/2013,3.4786
10/23/2013,0.4182,,,10/23/2013,3.3586
10/24/2013,0.4248,,,10/24/2013,3.3409
10/25/2013,0.4208,,,10/25/2013,3.3759
10/28/2013,0.4163,,,10/28/2013,3.3779
10/29/2013,0.4224,,,10/29/2013,3.3728
10/30/2013,0.4186,,,10/30/2013,3.335
10/31/2013,0.4173,,,10/31/2013,3.384
11/01/2013,0.4031,,,11/01/2013,3.4337
11/04/2013,0.4013,,,11/04/2013,3.5152
11/05/2013,0.3943,,,11/05/2013,3.4953
11/06/2013,0.3931,,,11/06/2013,3.6011
11/07/2013,0.3918,,,11/07/2013,3.5373
11/08/2013,0.3804,,,11/08/2013,3.4998
11/11/2013,0.3996,,,11/11/2013,3.7059
11/12/2013,0.3975,,,11/12/2013,3.6811
11/13/2013,0.4043,,,11/13/2013,3.7309
11/14/2013,0.3923,,,11/14/2013,3.6148
11/15/2013,0.3743,,,11/15/2013,3.5659
11/18/2013,0.3671,,,11/18/2013,3.5721
11/19/2013,0.3679,,,11/19/2013,3.5106
11/20/2013,0.369,,,11/20/2013,3.5605
11/21/2013,0.3446,,,11/21/2013,3.6788
11/22/2013,0.3432,,,11/22/2013,3.6944
11/25/2013,0.343,,,11/25/2013,3.6688
11/26/2013,0.3448,,,11/26/2013,3.6457
11/27/2013,0.3399,,,11/27/2013,3.6125
11/28/2013,0.3348,,,11/28/2013,3.6612
11/29/2013,0.3351,,,11/29/2013,3.623
12/02/2013,0.3357,,,12/02/2013,3.6131
12/03/2013,0.3362,,,12/03/2013,3.6822
12/04/2013,0.3367,,,12/04/2013,3.6553
12/05/2013,0.3372,,,12/05/2013,3.7001
12/06/2013,0.3382,,,12/06/2013,3.7508
12/09/2013,0.3439,,,12/09/2013,3.7078
12/10/2013,0.3448,,,12/10/2013,3.6679
12/11/2013,0.3453,,,12/11/2013,3.6265
12/12/2013,0.3515,,,12/12/2013,3.6779
12/13/2013,0.3722,,,12/13/2013,3.7113
12/16/2013,0.3778,,,12/16/2013,3.6922
12/17/2013,0.3782,,,12/17/2013,3.7122
12/18/2013,0.3539,,,12/18/2013,3.6446
12/19/2013,0.3497,,,12/19/2013,3.7411
12/20/2013,0.4022,,,12/20/2013,3.8007
12/23/2013,0.4083,,,12/23/2013,3.7404
12/24/2013,0.4268,,,12/24/2013,3.7802
12/25/2013,0.4509,,,12/25/2013,3.9122
12/26/2013,0.4509,,,12/26/2013,3.9005
12/27/2013,0.4565,,,12/27/2013,3.8624
12/30/2013,0.4318,,,12/30/2013,3.8729
12/31/2013,0.4281,,,12/31/2013,3.8304
01/01/2014,0.4527,,,01/01/2014,3.9142
01/02/2014,0.4426,,,01/02/2014,3.9106
01/03/2014,0.4446,,,01/03/2014,3.8669
01/06/2014,0.4625,,,01/06/2014,3.8654
01/07/2014,0.4586,,,01/07/2014,3.8182
01/08/2014,0.4548,,,01/08/2014,3.7836
01/09/2014,0.4907,,,01/09/2014,3.8444
01/10/2014,0.5,,,01/10/2014,3.8237
1/13/2014,0.4509,,,1/13/2014,3.692
1/14/2014,0.4288,,,1/14/2014,3.6264
1/15/2014,0.4534,,,1/15/2014,3.6995
1/16/2014,0.4706,,,1/16/2014,3.726
1/17/2014,0.4645,,,1/17/2014,3.6723
1/20/2014,0.4646,,,1/20/2014,3.6471
1/21/2014,0.4666,,,1/21/2014,3.6391
1/22/2014,0.4518,,,1/22/2014,3.6378
1/23/2014,0.4807,,,1/23/2014,3.6966
1/24/2014,0.4505,,,1/24/2014,3.6128
1/27/2014,0.4513,,,1/27/2014,3.5317
1/28/2014,0.4495,,,1/28/2014,3.5738
1/29/2014,0.4379,,,1/29/2014,3.5795
1/30/2014,0.4178,,,1/30/2014,3.4611
1/31/2014,0.4165,,,1/31/2014,3.4799
02/03/2014,0.3972,,,02/03/2014,3.4253
02/04/2014,0.3752,,,02/04/2014,3.3439
02/05/2014,0.3836,,,02/05/2014,3.4058
02/06/2014,0.382,,,02/06/2014,3.4528
02/07/2014,0.3961,,,02/07/2014,3.4896
02/10/2014,0.3682,,,02/10/2014,3.4694
02/11/2014,0.3675,,,02/11/2014,3.4324
02/12/2014,0.3809,,,02/12/2014,3.4999
2/13/2014,0.3897,,,2/13/2014,3.549
2/14/2014,0.3679,,,2/14/2014,3.4823
2/17/2014,0.3744,,,2/17/2014,3.5055
2/18/2014,0.3761,,,2/18/2014,3.4953
2/19/2014,0.3656,,,2/19/2014,3.4647
2/20/2014,0.3762,,,2/20/2014,3.5025
2/21/2014,0.3928,,,2/21/2014,3.5096
2/24/2014,0.3827,,,2/24/2014,3.475
2/25/2014,0.3891,,,2/25/2014,3.4748
2/26/2014,0.3778,,,2/26/2014,3.43
2/27/2014,0.3802,,,2/27/2014,3.3924
2/28/2014,0.391,,,2/28/2014,3.4802
03/03/2014,0.3921,,,03/03/2014,3.5009
03/04/2014,0.3837,,,03/04/2014,3.4463
03/05/2014,0.3991,,,03/05/2014,3.5574
03/06/2014,0.4068,,,03/06/2014,3.5572
03/07/2014,0.4231,,,03/07/2014,3.608
03/10/2014,0.4537,,,03/10/2014,3.6608
03/11/2014,0.45,,,03/11/2014,3.6409
03/12/2014,0.4571,,,03/12/2014,3.6243
3/13/2014,0.4503,,,3/13/2014,3.5755
3/14/2014,0.4265,,,3/14/2014,3.4718
3/17/2014,0.4233,,,3/17/2014,3.4976
3/18/2014,0.4351,,,3/18/2014,3.54
3/19/2014,0.4291,,,3/19/2014,3.5222
3/20/2014,0.4724,,,3/20/2014,3.6402
3/21/2014,0.4913,,,3/21/2014,3.6394
3/24/2014,0.4993,,,3/24/2014,3.5873
3/25/2014,0.5066,,,3/25/2014,3.5675
3/26/2014,0.5006,,,3/26/2014,3.5951
3/27/2014,0.4832,,,3/27/2014,3.5199
3/28/2014,0.4805,,,3/28/2014,3.4635
3/31/2014,0.4839,,,3/31/2014,3.5182
04/01/2014,0.4585,,,04/01/2014,3.5391
04/02/2014,0.4734,,,04/02/2014,3.5807
04/03/2014,0.4905,,,04/03/2014,3.6433
04/04/2014,0.4961,,,04/04/2014,3.6413
04/07/2014,0.4534,,,04/07/2014,3.5356
04/08/2014,0.4429,,,04/08/2014,3.5108
04/09/2014,0.445,,,04/09/2014,3.4715
04/10/2014,0.4233,,,04/10/2014,3.4837
04/11/2014,0.4071,,,04/11/2014,3.4444
4/14/2014,0.4088,,,4/14/2014,3.4088
4/15/2014,0.417,,,4/15/2014,3.4312
4/16/2014,0.4202,,,4/16/2014,3.4032
4/17/2014,0.4309,,,4/17/2014,3.4141
4/18/2014,0.4507,,,4/18/2014,3.5305
4/21/2014,0.4507,,,4/21/2014,3.527
4/22/2014,0.4414,,,4/22/2014,3.5044
4/23/2014,0.4452,,,4/23/2014,3.4956
4/24/2014,0.4477,,,4/24/2014,3.4796
4/25/2014,0.4544,,,4/25/2014,3.4624
4/28/2014,0.4567,,,4/28/2014,3.4383
4/29/2014,0.4648,,,4/29/2014,3.519
4/30/2014,0.4758,,,4/30/2014,3.4946
05/01/2014,0.4601,,,05/01/2014,3.4384
05/02/2014,0.4659,,,05/02/2014,3.416
05/05/2014,0.4892,,,05/05/2014,3.3563
05/06/2014,0.4893,,,05/06/2014,3.3886
05/07/2014,0.4932,,,05/07/2014,3.3534
05/08/2014,0.4647,,,05/08/2014,3.337
05/09/2014,0.4468,,,05/09/2014,3.3453
05/12/2014,0.4458,,,05/12/2014,3.3582
5/13/2014,0.4611,,,5/13/2014,3.4014
5/14/2014,0.451,,,5/14/2014,3.3464
5/15/2014,0.4429,,,5/15/2014,3.2671
5/16/2014,0.4372,,,5/16/2014,3.189
5/19/2014,0.4475,,,5/19/2014,3.2512
5/20/2014,0.4303,,,5/20/2014,3.2731
5/21/2014,0.433,,,5/21/2014,3.2335
5/22/2014,0.4371,,,5/22/2014,3.2551
5/23/2014,0.4442,,,5/23/2014,3.287
5/26/2014,0.4472,,,5/26/2014,3.2517
5/27/2014,0.4464,,,5/27/2014,3.232
5/28/2014,0.447,,,5/28/2014,3.2267
5/29/2014,0.4374,,,5/29/2014,3.1353
5/30/2014,0.4552,,,5/30/2014,3.1658
06/02/2014,0.4559,,,06/02/2014,3.1893
06/03/2014,0.4713,,,06/03/2014,3.2541
06/04/2014,0.4746,,,06/04/2014,3.3679
06/05/2014,0.4831,,,06/05/2014,3.3861
06/06/2014,0.4641,,,06/06/2014,3.374
06/09/2014,0.4864,,,06/09/2014,3.3653
06/10/2014,0.5081,,,06/10/2014,3.375
06/11/2014,0.525,,,06/11/2014,3.4196
06/12/2014,0.5252,,,06/12/2014,3.4034
6/13/2014,0.529,,,6/13/2014,3.3238
6/16/2014,0.5577,,,6/16/2014,3.3368
6/17/2014,0.5804,,,6/17/2014,3.3152
6/18/2014,0.6061,,,6/18/2014,3.375
6/19/2014,0.6087,,,6/19/2014,3.2891
6/20/2014,0.5818,,,6/20/2014,3.3225
6/23/2014,0.5841,,,6/23/2014,3.2953
6/24/2014,0.5863,,,6/24/2014,3.3183
6/25/2014,0.586,,,6/25/2014,3.2687
6/26/2014,0.5777,,,6/26/2014,3.2418
6/27/2014,0.5639,,,6/27/2014,3.2236
6/30/2014,0.5607,,,6/30/2014,3.2148
07/01/2014,0.5507,,,07/01/2014,3.2126
07/02/2014,0.563,,,07/02/2014,3.2605
07/03/2014,0.5825,,,07/03/2014,3.3415
07/04/2014,0.6165,,,07/04/2014,3.3385
07/07/2014,0.619,,,07/07/2014,3.3424
07/08/2014,0.6379,,,07/08/2014,3.2871
07/09/2014,0.6381,,,07/09/2014,3.2166
07/10/2014,0.6328,,,07/10/2014,3.2171
07/11/2014,0.5998,,,07/11/2014,3.2101
7/14/2014,0.6042,,,7/14/2014,3.1903
7/15/2014,0.6144,,,7/15/2014,3.2207
7/16/2014,0.65,,,7/16/2014,3.2113
7/17/2014,0.6641,,,7/17/2014,3.1727
7/18/2014,0.6489,,,7/18/2014,3.0838
7/21/2014,0.6632,,,7/21/2014,3.1146
7/22/2014,0.6851,,,7/22/2014,3.0985
