Date,GBP 2m 1y,,,Date,GBP 2m 5y
12/09/2013,1.2332,,,12/11/2013,3.3048
12/10/2013,0.7519,,,12/12/2013,3.3049
12/11/2013,0.7221,,,12/13/2013,3.3052
12/12/2013,0.7072,,,12/16/2013,3.3423
12/13/2013,0.7392,,,12/17/2013,3.3307
12/16/2013,1.1895,,,12/18/2013,3.2879
12/17/2013,0.7262,,,12/19/2013,3.3678
12/18/2013,0.7174,,,12/20/2013,3.4479
12/19/2013,0.7961,,,12/23/2013,3.4259
12/20/2013,0.829,,,12/24/2013,3.4217
12/23/2013,1.4051,,,12/25/2013,3.4307
12/24/2013,0.911,,,12/26/2013,3.4353
12/25/2013,0.9476,,,12/27/2013,3.4368
12/26/2013,0.9668,,,12/30/2013,3.577
12/27/2013,0.9706,,,12/31/2013,3.511
12/30/2013,0.9686,,,01/01/2014,3.4948
12/31/2013,1.3709,,,01/02/2014,3.5141
01/01/2014,0.972,,,01/03/2014,3.4985
01/02/2014,0.9943,,,01/06/2014,3.4966
01/03/2014,0.907,,,01/07/2014,3.4314
01/06/2014,0.9696,,,01/08/2014,3.3842
01/07/2014,0.8663,,,01/09/2014,3.4468
01/08/2014,0.8584,,,01/10/2014,3.4319
01/09/2014,0.9177,,,1/13/2014,3.3253
01/10/2014,0.9145,,,1/14/2014,3.2988
1/13/2014,0.8732,,,1/15/2014,3.3336
1/14/2014,0.8212,,,1/16/2014,3.3552
1/15/2014,0.8415,,,1/17/2014,3.2663
1/16/2014,0.8504,,,1/20/2014,3.3082
1/17/2014,0.8426,,,1/21/2014,3.2848
1/20/2014,0.8969,,,1/22/2014,3.301
1/21/2014,0.8744,,,1/23/2014,3.3766
1/22/2014,0.8842,,,1/24/2014,3.2016
1/23/2014,0.9649,,,1/27/2014,3.2603
1/24/2014,0.9041,,,1/28/2014,3.2313
1/27/2014,0.9427,,,1/29/2014,3.2373
1/28/2014,0.9079,,,1/30/2014,3.1872
1/29/2014,0.895,,,1/31/2014,3.2033
1/30/2014,0.8743,,,02/03/2014,3.1698
1/31/2014,0.8951,,,02/04/2014,3.0922
02/03/2014,0.8636,,,02/05/2014,3.182
02/04/2014,0.827,,,02/06/2014,3.1679
02/05/2014,0.8295,,,02/07/2014,3.1744
02/06/2014,0.7987,,,02/10/2014,3.1871
02/07/2014,0.8208,,,02/11/2014,3.2111
02/10/2014,0.8118,,,02/12/2014,3.2127
02/11/2014,0.8087,,,2/13/2014,3.2988
02/12/2014,0.8163,,,2/14/2014,3.2384
2/13/2014,0.8969,,,2/17/2014,3.2635
2/14/2014,0.897,,,2/18/2014,3.2635
2/17/2014,0.9464,,,2/19/2014,3.2333
2/18/2014,0.8953,,,2/20/2014,3.2533
2/19/2014,0.8504,,,2/21/2014,3.2597
2/20/2014,0.8281,,,2/24/2014,3.2346
2/21/2014,0.874,,,2/25/2014,3.281
2/24/2014,0.907,,,2/26/2014,3.198
2/25/2014,0.9018,,,2/27/2014,3.194
2/26/2014,0.8825,,,2/28/2014,3.1397
2/27/2014,0.8871,,,03/03/2014,3.1352
2/28/2014,0.8858,,,03/04/2014,3.0714
03/03/2014,0.9052,,,03/05/2014,3.2053
03/04/2014,0.8749,,,03/06/2014,3.1267
03/05/2014,0.876,,,03/07/2014,3.1745
03/06/2014,0.8546,,,03/10/2014,3.2646
03/07/2014,0.8918,,,03/11/2014,3.2428
03/10/2014,0.9329,,,03/12/2014,3.2372
03/11/2014,0.9345,,,3/13/2014,3.2115
03/12/2014,0.9149,,,3/14/2014,3.1548
3/13/2014,0.8797,,,3/17/2014,3.1112
3/14/2014,0.8708,,,3/18/2014,3.1569
3/17/2014,0.8906,,,3/19/2014,3.1288
3/18/2014,0.888,,,3/20/2014,3.1501
3/19/2014,0.8654,,,3/21/2014,3.2192
3/20/2014,0.8682,,,3/24/2014,3.1622
3/21/2014,0.9407,,,3/25/2014,3.1406
3/24/2014,0.9444,,,3/26/2014,3.1399
3/25/2014,0.9292,,,3/27/2014,3.138
3/26/2014,0.9405,,,3/28/2014,3.0953
3/27/2014,0.9271,,,3/31/2014,3.125
3/28/2014,0.935,,,04/01/2014,3.1286
3/31/2014,0.9698,,,04/02/2014,3.1404
04/01/2014,0.9888,,,04/03/2014,3.172
04/02/2014,0.948,,,04/04/2014,3.1674
04/03/2014,0.9506,,,04/07/2014,3.0904
04/04/2014,0.9814,,,04/08/2014,3.0717
04/07/2014,0.9552,,,04/09/2014,3.09
04/08/2014,0.9132,,,04/10/2014,3.0919
04/09/2014,0.957,,,04/11/2014,2.9846
04/10/2014,0.9477,,,4/14/2014,2.9999
04/11/2014,0.8923,,,4/15/2014,3.0222
4/14/2014,0.9024,,,4/16/2014,2.967
4/15/2014,0.897,,,4/17/2014,3.0224
4/16/2014,0.9084,,,4/18/2014,3.0385
4/17/2014,0.9598,,,4/21/2014,2.9909
4/18/2014,0.9786,,,4/22/2014,2.9907
4/21/2014,0.9909,,,4/23/2014,3.0985
4/22/2014,0.9908,,,4/24/2014,3.0403
4/23/2014,1.0247,,,4/25/2014,3.0723
4/24/2014,0.9879,,,4/28/2014,3.0276
4/25/2014,0.9933,,,4/29/2014,3.0404
4/28/2014,0.9856,,,4/30/2014,3.0693
4/29/2014,0.9921,,,05/01/2014,3.0483
4/30/2014,1.008,,,05/02/2014,3.0248
05/01/2014,0.9907,,,05/05/2014,3.0375
05/02/2014,1.0067,,,05/06/2014,3.018
05/05/2014,1.0614,,,05/07/2014,3.0473
05/06/2014,1.0431,,,05/08/2014,3.0479
05/07/2014,1.1147,,,05/09/2014,3.0438
05/08/2014,1.0616,,,05/12/2014,3.126
05/09/2014,1.0965,,,5/13/2014,3.1333
05/12/2014,1.1343,,,5/14/2014,3.0712
5/13/2014,1.165,,,5/15/2014,2.9798
5/14/2014,1.1189,,,5/16/2014,2.9294
5/15/2014,0.9762,,,5/19/2014,2.9634
5/16/2014,0.9744,,,5/20/2014,3.0041
5/19/2014,1.037,,,5/21/2014,3.0149
5/20/2014,1.0258,,,5/22/2014,3.0265
5/21/2014,1.0118,,,5/23/2014,3.0435
5/22/2014,1.0284,,,5/26/2014,3.0518
5/23/2014,1.0595,,,5/27/2014,3.0337
5/26/2014,1.0732,,,5/28/2014,3.0261
5/27/2014,1.0403,,,5/29/2014,2.9328
5/28/2014,1.0495,,,5/30/2014,2.9228
5/29/2014,1.028,,,06/02/2014,2.9086
5/30/2014,0.9994,,,06/03/2014,2.9959
06/02/2014,1.0134,,,06/04/2014,3.0314
06/03/2014,1.0489,,,06/05/2014,3.0601
06/04/2014,1.0687,,,06/06/2014,3.0356
06/05/2014,1.0654,,,06/09/2014,2.9887
06/06/2014,1.0418,,,06/10/2014,3.0481
06/09/2014,1.0534,,,06/11/2014,3.0995
06/10/2014,1.0737,,,06/12/2014,3.0816
06/11/2014,1.1021,,,6/13/2014,3.1014
06/12/2014,1.104,,,6/16/2014,3.1172
6/13/2014,1.068,,,6/17/2014,3.102
6/16/2014,1.3703,,,6/18/2014,3.1295
6/17/2014,1.4006,,,6/19/2014,3.0793
6/18/2014,1.3825,,,6/20/2014,3.0781
6/19/2014,1.3087,,,6/23/2014,3.1237
6/20/2014,1.3379,,,6/24/2014,3.0943
6/23/2014,1.3588,,,6/25/2014,3.0887
6/24/2014,1.3138,,,6/26/2014,2.982
6/25/2014,1.3341,,,6/27/2014,2.9401
6/26/2014,1.2577,,,6/30/2014,2.9622
6/27/2014,1.2446,,,07/01/2014,3.0586
6/30/2014,1.3001,,,07/02/2014,3.0786
07/01/2014,1.3435,,,07/03/2014,3.1483
07/02/2014,1.34,,,07/04/2014,3.1159
07/03/2014,1.4016,,,07/07/2014,3.119
07/04/2014,1.3742,,,07/08/2014,3.1179
07/07/2014,1.4046,,,07/09/2014,2.998
07/08/2014,1.3608,,,07/10/2014,3.0252
07/09/2014,1.3138,,,07/11/2014,2.9954
07/10/2014,1.3418,,,7/14/2014,2.9391
07/11/2014,1.304,,,7/15/2014,2.9681
7/14/2014,1.2981,,,7/16/2014,3.0066
7/15/2014,1.2756,,,7/17/2014,2.9953
7/16/2014,1.3708,,,7/18/2014,2.9238
7/17/2014,1.3102,,,7/21/2014,2.9365
7/18/2014,1.2756,,,7/22/2014,2.9214
7/21/2014,1.3213,,,7/23/2014,2.9396
7/22/2014,1.3001,,,7/24/2014,2.9301
7/23/2014,1.3301,,,7/25/2014,2.9695
7/24/2014,1.302,,,7/28/2014,2.9197
7/25/2014,1.3421,,,7/29/2014,2.9191
7/28/2014,1.3315,,,7/30/2014,2.8899
7/29/2014,1.3141,,,7/31/2014,2.9583
7/30/2014,1.2987,,,08/01/2014,2.9363
7/31/2014,1.3473,,,08/04/2014,2.8914
08/01/2014,1.3446,,,08/05/2014,2.8962
08/04/2014,1.3192,,,08/06/2014,2.9283
08/05/2014,1.269,,,08/07/2014,2.8562
08/06/2014,1.3028,,,08/08/2014,2.8185
08/07/2014,1.2548,,,08/11/2014,2.8029
08/08/2014,1.2543,,,08/12/2014,2.833
08/11/2014,1.3104,,,8/13/2014,2.8489
08/12/2014,1.3261,,,8/14/2014,2.7735
8/13/2014,1.3405,,,8/15/2014,2.8059
8/14/2014,1.1106,,,8/18/2014,2.6948
8/15/2014,1.164,,,8/19/2014,2.7699
8/18/2014,1.1271,,,8/20/2014,2.7377
8/19/2014,1.1953,,,8/21/2014,2.7544
8/20/2014,1.1678,,,8/22/2014,2.7216
8/21/2014,1.1557,,,8/25/2014,2.739
8/22/2014,1.195,,,8/26/2014,2.7516
8/25/2014,1.2438,,,8/27/2014,2.6776
8/26/2014,1.2529,,,8/28/2014,2.6337
8/27/2014,1.1947,,,8/29/2014,2.5931
8/28/2014,1.1732,,,09/01/2014,2.5786
8/29/2014,1.1781,,,09/02/2014,2.5971
09/01/2014,1.1336,,,09/03/2014,2.6525
09/02/2014,1.1429,,,09/04/2014,2.6456
09/03/2014,1.1611,,,09/05/2014,2.6867
09/04/2014,1.1651,,,09/08/2014,2.6859
09/05/2014,1.1604,,,09/09/2014,2.7037
09/08/2014,1.1238,,,09/10/2014,2.6921
09/09/2014,1.1218,,,09/11/2014,2.7233
09/10/2014,1.1779,,,09/12/2014,2.7532
09/11/2014,1.2328,,,9/15/2014,2.7656
09/12/2014,1.2104,,,9/16/2014,2.8039
9/15/2014,1.2094,,,9/17/2014,2.787
9/16/2014,1.221,,,9/18/2014,2.7944
9/17/2014,1.2176,,,9/19/2014,2.8274
9/18/2014,1.2522,,,9/22/2014,2.8588
9/19/2014,1.2263,,,9/23/2014,2.8002
9/22/2014,1.2937,,,9/24/2014,2.7804
9/23/2014,1.2387,,,9/25/2014,2.7695
9/24/2014,1.2279,,,9/26/2014,2.7166
9/25/2014,1.2233,,,9/29/2014,2.7565
9/26/2014,1.1619,,,9/30/2014,2.71
9/29/2014,1.2137,,,10/01/2014,2.7009
9/30/2014,1.2035,,,10/02/2014,2.6189
10/01/2014,1.2141,,,10/03/2014,2.6015
10/02/2014,1.1207,,,10/06/2014,2.6635
10/03/2014,1.1087,,,10/07/2014,2.5885
10/06/2014,1.1986,,,10/08/2014,2.5151
10/07/2014,1.1228,,,10/09/2014,2.5053
10/08/2014,1.0796,,,10/10/2014,2.5114
10/09/2014,1.0338,,,10/13/2014,2.4837
10/10/2014,1.0522,,,10/14/2014,2.4122
10/13/2014,1.0654,,,10/15/2014,2.3552
10/14/2014,0.9611,,,10/16/2014,2.2025
10/15/2014,0.9339,,,10/17/2014,2.3225
10/16/2014,0.7705,,,10/20/2014,2.437
10/17/2014,0.9724,,,10/21/2014,2.3562
10/20/2014,1.0279,,,10/22/2014,2.408
10/21/2014,0.9946,,,10/23/2014,2.4388
10/22/2014,1.0363,,,10/24/2014,2.4719
10/23/2014,1.0015,,,10/27/2014,2.4859
10/24/2014,0.9958,,,10/28/2014,2.4596
10/27/2014,0.9993,,,10/29/2014,2.4648
10/28/2014,0.9673,,,10/30/2014,2.5077
10/29/2014,0.9487,,,10/31/2014,2.4659
10/30/2014,1.028,,,11/03/2014,2.4738
10/31/2014,0.9687,,,11/04/2014,2.4699
11/03/2014,1.0081,,,11/05/2014,2.4572
11/04/2014,1.0333,,,11/06/2014,2.5008
11/05/2014,1.022,,,11/07/2014,2.4826
11/06/2014,1.0886,,,11/10/2014,2.4555
11/07/2014,1.0224,,,11/11/2014,2.4477
11/10/2014,1.0082,,,11/12/2014,2.4643
11/11/2014,0.9993,,,11/13/2014,2.4293
11/12/2014,0.9936,,,11/14/2014,2.412
11/13/2014,0.9134,,,11/17/2014,2.314
11/14/2014,0.9164,,,11/18/2014,2.3476
11/17/2014,0.8865,,,11/19/2014,2.3521
11/18/2014,0.9024,,,11/20/2014,2.3755
11/19/2014,0.889,,,11/21/2014,2.3367
11/20/2014,0.917,,,11/24/2014,2.2917
11/21/2014,0.9021,,,11/25/2014,2.2684
11/24/2014,0.9027,,,11/26/2014,2.2179
11/25/2014,0.8881,,,11/27/2014,2.1999
11/26/2014,0.8686,,,11/28/2014,2.1265
11/27/2014,0.8494,,,12/01/2014,2.1198
11/28/2014,0.8617,,,12/02/2014,2.156
12/01/2014,0.8473,,,12/03/2014,2.21
12/02/2014,0.8223,,,12/04/2014,2.2493
12/03/2014,0.8709,,,12/05/2014,2.2178
12/04/2014,0.8921,,,12/08/2014,2.2845
12/05/2014,0.8641,,,12/09/2014,2.2071
12/08/2014,0.9375,,,12/10/2014,2.1417
12/09/2014,0.8795,,,12/11/2014,2.1541
12/10/2014,0.8842,,,12/12/2014,2.1733
12/11/2014,0.8857,,,12/15/2014,2.0307
12/12/2014,0.8846,,,12/16/2014,2.0354
12/15/2014,0.8405,,,12/17/2014,1.9368
12/16/2014,0.8135,,,12/18/2014,1.966
12/17/2014,0.8447,,,12/19/2014,2.1391
12/18/2014,0.8331,,,12/22/2014,2.0989
12/19/2014,0.8664,,,12/23/2014,2.0627
12/22/2014,0.9053,,,12/24/2014,2.0678
12/23/2014,0.8756,,,12/25/2014,2.1179
12/24/2014,0.8816,,,12/26/2014,2.1225
12/25/2014,0.8802,,,12/29/2014,2.1224
12/26/2014,0.8739,,,12/30/2014,2.054
12/29/2014,0.8738,,,12/31/2014,2.0131
12/30/2014,0.8418,,,01/01/2015,1.9718
12/31/2014,0.8478,,,01/02/2015,1.9797
01/01/2015,0.8243,,,01/05/2015,1.9283
01/02/2015,0.8423,,,01/06/2015,1.8521
01/05/2015,0.7894,,,01/07/2015,1.7449
01/06/2015,0.7496,,,01/08/2015,1.7829
01/07/2015,0.7349,,,01/09/2015,1.8322
01/08/2015,0.7404,,,01/12/2015,1.7694
01/09/2015,0.7565,,,1/13/2015,1.7467
01/12/2015,0.739,,,1/14/2015,1.7419
1/13/2015,0.719,,,1/15/2015,1.6519
1/14/2015,0.7315,,,1/16/2015,1.629
1/15/2015,0.6842,,,1/19/2015,1.7087
1/16/2015,0.6544,,,1/20/2015,1.6428
1/19/2015,0.7192,,,1/21/2015,1.6477
1/20/2015,0.7126,,,1/22/2015,1.6678
1/21/2015,0.7387,,,1/23/2015,1.7436
1/22/2015,0.6735,,,1/26/2015,1.6419
1/23/2015,0.6853,,,1/27/2015,1.6858
1/26/2015,0.6938,,,1/28/2015,1.6993
1/27/2015,0.7521,,,1/29/2015,1.6363
1/28/2015,0.7558,,,1/30/2015,1.578
1/29/2015,0.7543,,,02/02/2015,1.5178
1/30/2015,0.737,,,02/03/2015,1.5455
02/02/2015,0.7325,,,02/04/2015,1.6602
02/03/2015,0.7518,,,02/05/2015,1.6773
02/04/2015,0.7786,,,02/06/2015,1.701
02/05/2015,0.8009,,,02/09/2015,1.895
02/06/2015,0.7941,,,02/10/2015,1.8007
02/09/2015,0.9327,,,02/11/2015,1.8483
02/10/2015,0.8867,,,02/12/2015,1.8422
02/11/2015,0.9067,,,2/13/2015,1.86
02/12/2015,0.89,,,2/16/2015,1.8888
2/13/2015,0.8376,,,2/17/2015,1.8864
2/16/2015,0.8152,,,2/18/2015,2.0177
2/17/2015,0.8273,,,2/19/2015,2.0469
2/18/2015,0.8614,,,2/20/2015,2.0414
2/19/2015,0.8992,,,2/23/2015,1.9609
2/20/2015,0.8832,,,2/24/2015,1.9872
2/23/2015,0.88,,,2/25/2015,1.9145
2/24/2015,0.8736,,,2/26/2015,1.9029
2/25/2015,0.8305,,,2/27/2015,1.9469
2/26/2015,0.8435,,,03/02/2015,2.0061
2/27/2015,0.8778,,,03/03/2015,2.0254
03/02/2015,0.9007,,,03/04/2015,2.1136
03/03/2015,0.9064,,,03/05/2015,2.153
03/04/2015,0.9379,,,03/06/2015,2.1221
03/05/2015,0.9558,,,03/09/2015,2.235
03/06/2015,0.956,,,03/10/2015,2.2017
03/09/2015,1.0008,,,03/11/2015,2.0919
03/10/2015,0.9885,,,03/12/2015,2.0746
03/11/2015,0.9428,,,3/13/2015,2.0235
03/12/2015,0.9264,,,3/16/2015,1.9216
3/13/2015,0.898,,,3/17/2015,1.9266
3/16/2015,0.8508,,,3/18/2015,1.9299
3/17/2015,0.8353,,,3/19/2015,1.8309
3/18/2015,0.8632,,,3/20/2015,1.725
3/19/2015,0.7506,,,3/23/2015,1.6972
3/20/2015,0.7463,,,3/24/2015,1.699
3/23/2015,0.7458,,,3/25/2015,1.7043
3/24/2015,0.7394,,,3/26/2015,1.7377
3/25/2015,0.7275,,,3/27/2015,1.8572
3/26/2015,0.754,,,3/30/2015,1.7671
3/27/2015,0.8082,,,3/31/2015,1.7942
3/30/2015,0.7467,,,04/01/2015,1.8175
3/31/2015,0.7658,,,04/02/2015,1.7799
04/01/2015,0.7723,,,04/03/2015,1.7987
04/02/2015,0.7732,,,04/06/2015,1.7941
04/03/2015,0.7875,,,04/07/2015,1.7902
04/06/2015,0.7294,,,04/08/2015,1.7889
04/07/2015,0.731,,,04/09/2015,1.8076
04/08/2015,0.7826,,,04/10/2015,1.8282
04/09/2015,0.7829,,,4/13/2015,1.8056
04/10/2015,0.7975,,,4/14/2015,1.7974
4/13/2015,0.7753,,,4/15/2015,1.698
4/14/2015,0.7751,,,4/16/2015,1.7058
4/15/2015,0.7448,,,4/17/2015,1.795
4/16/2015,0.7575,,,4/20/2015,1.7963
4/17/2015,0.7997,,,4/21/2015,1.805
4/20/2015,0.8194,,,4/22/2015,1.8037
4/21/2015,0.8484,,,4/23/2015,1.959
4/22/2015,0.8506,,,4/24/2015,1.8946
4/23/2015,0.9135,,,4/27/2015,1.8601
4/24/2015,0.8672,,,4/28/2015,1.8733
4/27/2015,0.8802,,,4/29/2015,1.9216
4/28/2015,0.8707,,,4/30/2015,2.0245
4/29/2015,0.8705,,,05/01/2015,2.0202
4/30/2015,0.8907,,,05/04/2015,2.061
05/01/2015,0.9016,,,05/05/2015,2.0697
05/04/2015,0.91,,,05/06/2015,2.2263
05/05/2015,0.9168,,,05/07/2015,2.2355
05/06/2015,0.9673,,,05/08/2015,2.1408
05/07/2015,0.9438,,,05/11/2015,2.1024
05/08/2015,0.9367,,,05/12/2015,2.2128
05/11/2015,0.8713,,,5/13/2015,2.2366
05/12/2015,0.9348,,,5/14/2015,2.2676
5/13/2015,0.9363,,,5/15/2015,2.2325
5/14/2015,0.912,,,5/18/2015,2.0833
5/15/2015,0.8897,,,5/19/2015,2.1921
5/18/2015,0.8386,,,5/20/2015,2.1934
5/19/2015,0.8605,,,5/21/2015,2.2254
5/20/2015,0.8517,,,5/22/2015,2.2197
5/21/2015,0.8668,,,5/25/2015,2.1871
5/22/2015,0.8977,,,5/26/2015,2.1849
5/25/2015,0.8914,,,5/27/2015,2.1064
5/26/2015,0.892,,,5/28/2015,2.139
5/27/2015,0.8823,,,5/29/2015,2.0611
5/28/2015,0.8818,,,06/01/2015,2.0351
5/29/2015,0.8566,,,06/02/2015,2.1014
06/01/2015,0.8495,,,06/03/2015,2.1658
06/02/2015,0.8625,,,06/04/2015,2.3705
06/03/2015,0.8625,,,06/05/2015,2.2599
06/04/2015,0.8796,,,06/08/2015,2.3437
06/05/2015,0.8788,,,06/09/2015,2.3277
06/08/2015,0.8777,,,06/10/2015,2.3999
06/09/2015,0.8753,,,06/11/2015,2.3727
06/10/2015,0.8849,,,06/12/2015,2.3193
06/11/2015,0.8879,,,6/15/2015,2.2911
06/12/2015,0.8943,,,6/16/2015,2.311
6/15/2015,0.9104,,,6/17/2015,2.2616
6/16/2015,0.8946,,,6/18/2015,2.3631
6/17/2015,0.8941,,,6/19/2015,2.3813
6/18/2015,1.0005,,,6/22/2015,2.2934
6/19/2015,0.9366,,,6/23/2015,2.391
6/22/2015,0.9418,,,6/24/2015,2.4075
6/23/2015,0.9795,,,6/25/2015,2.3875
6/24/2015,1.0149,,,6/26/2015,2.4343
6/25/2015,1.0576,,,6/29/2015,2.4735
6/26/2015,1.0631,,,6/30/2015,2.332
6/29/2015,1.0806,,,07/01/2015,2.2732
6/30/2015,0.9946,,,07/02/2015,2.4172
07/01/2015,0.9766,,,07/03/2015,2.3759
07/02/2015,1.0245,,,07/06/2015,2.3294
07/03/2015,0.9771,,,07/07/2015,2.3542
07/06/2015,0.9691,,,07/08/2015,2.1929
07/07/2015,0.9337,,,07/09/2015,2.2192
07/08/2015,0.8782,,,07/10/2015,2.3174
07/09/2015,0.8875,,,7/13/2015,2.3883
07/10/2015,0.9319,,,7/14/2015,2.3921
7/13/2015,0.9518,,,7/15/2015,2.4322
7/14/2015,0.9856,,,7/16/2015,2.3932
7/15/2015,1.0454,,,7/17/2015,2.3683
7/16/2015,1.0529,,,7/20/2015,2.3582
7/17/2015,1.0592,,,7/21/2015,2.3342
7/20/2015,1.0465,,,7/22/2015,2.3413
7/21/2015,1.0383,,,7/23/2015,2.2764
7/22/2015,1.0169,,,7/24/2015,2.2135
7/23/2015,1.0486,,,7/27/2015,2.2022
7/24/2015,1.034,,,7/28/2015,2.2093
7/27/2015,1.0071,,,7/29/2015,2.2486
7/28/2015,0.9827,,,7/30/2015,2.2792
7/29/2015,0.9895,,,7/31/2015,2.2661
7/30/2015,1.0182,,,08/03/2015,2.1787
7/31/2015,1.0451,,,08/04/2015,2.1516
08/03/2015,0.945,,,08/05/2015,2.1558
08/04/2015,0.9757,,,08/06/2015,2.2491
08/05/2015,1.0081,,,08/07/2015,2.2024
08/06/2015,1.0611,,,08/10/2015,2.0883
08/07/2015,1.0046,,,08/11/2015,2.2227
08/10/2015,0.9959,,,08/12/2015,2.1123
08/11/2015,0.996,,,8/13/2015,2.1177
08/12/2015,0.9328,,,8/14/2015,2.174
8/13/2015,0.9272,,,8/17/2015,2.1603
8/14/2015,0.9614,,,8/18/2015,2.1373
8/17/2015,0.9711,,,8/19/2015,2.1879
8/18/2015,0.9219,,,8/20/2015,2.1352
8/19/2015,0.9576,,,8/21/2015,2.0699
8/20/2015,0.9079,,,8/24/2015,1.9809
8/21/2015,0.9017,,,8/25/2015,2.0271
8/24/2015,0.8637,,,8/26/2015,2.1373
8/25/2015,0.8456,,,8/27/2015,2.1927
8/26/2015,0.8588,,,8/28/2015,2.1815
8/27/2015,0.8564,,,8/31/2015,2.1718
8/28/2015,0.8672,,,09/01/2015,2.1669
8/31/2015,0.8908,,,09/02/2015,2.1484
09/01/2015,0.8844,,,09/03/2015,2.1641
09/02/2015,0.8864,,,09/04/2015,2.1218
09/03/2015,0.8794,,,09/07/2015,2.0158
09/04/2015,0.8891,,,09/08/2015,1.9943
09/07/2015,0.8271,,,09/09/2015,2.069
09/08/2015,0.8707,,,09/10/2015,2.0891
09/09/2015,0.8779,,,09/11/2015,2.0696
09/10/2015,0.8968,,,9/14/2015,2.0206
09/11/2015,0.8853,,,9/15/2015,2.0268
9/14/2015,0.8559,,,9/16/2015,2.1242
9/15/2015,0.8461,,,9/17/2015,2.1126
9/16/2015,0.8747,,,9/18/2015,2.1461
9/17/2015,0.9062,,,9/21/2015,2.0191
9/18/2015,0.8311,,,9/22/2015,2.0873
9/21/2015,0.8168,,,9/23/2015,1.9722
9/22/2015,0.8417,,,9/24/2015,1.9904
9/23/2015,0.7796,,,9/25/2015,1.9308
9/24/2015,0.7835,,,9/28/2015,2.0335
9/25/2015,0.7629,,,9/29/2015,1.9722
9/28/2015,0.797,,,9/30/2015,1.9161
9/29/2015,0.7591,,,10/01/2015,1.9199
9/30/2015,0.7596,,,10/02/2015,1.9332
10/01/2015,0.7588,,,10/05/2015,1.8737
10/02/2015,0.7713,,,10/06/2015,1.9729
10/05/2015,0.7213,,,10/07/2015,1.9721
10/06/2015,0.7515,,,10/08/2015,1.9938
10/07/2015,0.7607,,,10/09/2015,2.0079
10/08/2015,0.8051,,,10/12/2015,2.0375
10/09/2015,0.7939,,,10/13/2015,1.9996
10/12/2015,0.8109,,,10/14/2015,1.9819
10/13/2015,0.7921,,,10/15/2015,1.9079
10/14/2015,0.7709,,,10/16/2015,1.9482
10/15/2015,0.7118,,,10/19/2015,1.9666
10/16/2015,0.7312,,,10/20/2015,1.9737
10/19/2015,0.7331,,,10/21/2015,2.0238
10/20/2015,0.7577,,,10/22/2015,1.9725
10/21/2015,0.7722,,,10/23/2015,1.9641
10/22/2015,0.7582,,,10/26/2015,2.0294
10/23/2015,0.7468,,,10/27/2015,1.984
10/26/2015,0.7845,,,10/28/2015,1.9188
10/27/2015,0.7612,,,10/29/2015,2.0016
10/28/2015,0.7592,,,10/30/2015,2.114
10/29/2015,0.7789,,,11/02/2015,2.1116
10/30/2015,0.8698,,,11/03/2015,2.1064
11/02/2015,0.8681,,,11/04/2015,2.2038
11/03/2015,0.8898,,,11/05/2015,2.1481
11/04/2015,0.932,,,11/06/2015,2.0924
11/05/2015,0.9543,,,11/09/2015,2.1448
11/06/2015,0.8774,,,11/10/2015,2.1714
11/09/2015,0.944,,,11/11/2015,2.1693
11/10/2015,0.8907,,,11/12/2015,2.1883
11/11/2015,0.893,,,11/13/2015,2.1217
11/12/2015,0.933,,,11/16/2015,2.0875
11/13/2015,0.8891,,,11/17/2015,2.0837
11/16/2015,0.8581,,,11/18/2015,2.0788
11/17/2015,0.8195,,,11/19/2015,2.0138
11/18/2015,0.8426,,,11/20/2015,1.9695
11/19/2015,0.8864,,,11/23/2015,1.967
11/20/2015,0.8498,,,11/24/2015,1.9309
11/23/2015,0.8385,,,11/25/2015,1.9431
11/24/2015,0.8209,,,11/26/2015,1.9976
11/25/2015,0.8178,,,11/27/2015,1.9299
11/26/2015,0.8205,,,11/30/2015,1.9204
11/27/2015,0.8219,,,12/01/2015,1.955
11/30/2015,0.7926,,,12/02/2015,1.8906
12/01/2015,0.7932,,,12/03/2015,1.912
12/02/2015,0.7585,,,12/04/2015,2.07
12/03/2015,0.8174,,,12/07/2015,2.0755
12/04/2015,0.8678,,,12/08/2015,1.9409
12/07/2015,0.8845,,,12/09/2015,1.9747
12/08/2015,0.8484,,,12/10/2015,2.0153
12/09/2015,0.8627,,,12/11/2015,2.07
12/10/2015,0.8613,,,12/14/2015,1.9601
12/11/2015,0.895,,,12/15/2015,2.0421
12/14/2015,0.8652,,,12/16/2015,2.1065
12/15/2015,0.8761,,,12/17/2015,2.0729
12/16/2015,0.9192,,,12/18/2015,1.9863
12/17/2015,0.8786,,,12/21/2015,1.9557
12/18/2015,0.8846,,,12/22/2015,1.9742
12/21/2015,0.8547,,,12/23/2015,2.0456
12/22/2015,0.8674,,,12/24/2015,2.0883
12/23/2015,0.8999,,,12/25/2015,2.0457
12/24/2015,0.8981,,,12/28/2015,2.0624
12/25/2015,0.9051,,,12/29/2015,2.0627
12/28/2015,0.9398,,,12/30/2015,2.0537
12/29/2015,0.9435,,,12/31/2015,2.145
12/30/2015,0.9467,,,01/01/2016,2.0979
12/31/2015,0.983,,,01/04/2016,2.1157
01/01/2016,0.9662,,,01/05/2016,2.0099
01/04/2016,1.0062,,,01/06/2016,2.0042
