Date,GBP 2m 1y,,,Date,GBP 2m 5y
11/01/2011,1.2829,,,11/03/2011,2.8483
11/02/2011,1.3536,,,11/04/2011,2.9903
11/03/2011,1.3785,,,11/07/2011,2.9081
11/04/2011,1.385,,,11/08/2011,2.8348
11/07/2011,1.4012,,,11/09/2011,2.7857
11/08/2011,1.4144,,,11/10/2011,2.7288
11/09/2011,1.5005,,,11/11/2011,2.8069
11/10/2011,1.5161,,,11/14/2011,2.8586
11/11/2011,1.5552,,,11/15/2011,2.7787
11/14/2011,1.5392,,,11/16/2011,2.7472
11/15/2011,1.4893,,,11/17/2011,2.6881
11/16/2011,1.5308,,,11/18/2011,2.5948
11/17/2011,1.5355,,,11/21/2011,2.6999
11/18/2011,1.6276,,,11/22/2011,2.6788
11/21/2011,1.594,,,11/23/2011,2.6538
11/22/2011,1.5669,,,11/24/2011,2.6016
11/23/2011,1.5268,,,11/25/2011,2.6037
11/24/2011,1.5497,,,11/28/2011,2.6009
11/25/2011,1.5131,,,11/29/2011,2.6093
11/28/2011,1.5294,,,11/30/2011,2.6037
11/29/2011,1.4589,,,12/01/2011,2.6841
11/30/2011,1.4354,,,12/02/2011,2.6047
12/01/2011,1.4167,,,12/05/2011,2.6934
12/02/2011,1.3522,,,12/06/2011,2.6895
12/05/2011,1.339,,,12/07/2011,2.6499
12/06/2011,1.3347,,,12/08/2011,2.6662
12/07/2011,1.2966,,,12/09/2011,2.5424
12/08/2011,1.2484,,,12/12/2011,2.585
12/09/2011,1.2577,,,12/13/2011,2.5565
12/12/2011,1.2844,,,12/14/2011,2.537
12/13/2011,1.2945,,,12/15/2011,2.4828
12/14/2011,1.2884,,,12/16/2011,2.4989
12/15/2011,1.3093,,,12/19/2011,2.423
12/16/2011,1.3114,,,12/20/2011,2.4682
12/19/2011,1.2862,,,12/21/2011,2.447
12/20/2011,1.2926,,,12/22/2011,2.4961
12/21/2011,1.3185,,,12/23/2011,2.3822
12/22/2011,1.3393,,,12/28/2011,2.3975
12/23/2011,1.3426,,,12/29/2011,2.3299
12/28/2011,1.3461,,,12/30/2011,2.3104
12/29/2011,1.3385,,,01/03/2012,2.3857
12/30/2011,1.2939,,,01/04/2012,2.3877
01/03/2012,1.2971,,,01/05/2012,2.4276
01/04/2012,1.3493,,,01/06/2012,2.4069
01/05/2012,1.3556,,,01/09/2012,2.3387
01/06/2012,1.3465,,,01/10/2012,2.3569
01/09/2012,1.2943,,,01/11/2012,2.4195
01/10/2012,1.2532,,,01/12/2012,2.3662
01/11/2012,1.2672,,,1/13/2012,2.4152
01/12/2012,1.2121,,,1/16/2012,2.3112
1/13/2012,1.1585,,,1/17/2012,2.3238
1/16/2012,1.1649,,,1/18/2012,2.3151
1/17/2012,1.1538,,,1/19/2012,2.3127
1/18/2012,1.1767,,,1/20/2012,2.4014
1/19/2012,1.1993,,,1/23/2012,2.4853
1/20/2012,1.1942,,,1/24/2012,2.5492
1/23/2012,1.2057,,,1/25/2012,2.5961
1/24/2012,1.2117,,,1/26/2012,2.5873
1/25/2012,1.226,,,1/27/2012,2.4459
1/26/2012,1.1804,,,1/30/2012,2.4689
1/27/2012,1.1443,,,1/31/2012,2.3535
1/30/2012,1.1775,,,02/01/2012,2.3721
1/31/2012,1.1703,,,02/02/2012,2.4441
02/01/2012,1.148,,,02/03/2012,2.4928
02/02/2012,1.1714,,,02/06/2012,2.6072
02/03/2012,1.1666,,,02/07/2012,2.5893
02/06/2012,1.2034,,,02/08/2012,2.6434
02/07/2012,1.2019,,,02/09/2012,2.619
02/08/2012,1.223,,,02/10/2012,2.6851
02/09/2012,1.1799,,,2/13/2012,2.5654
02/10/2012,1.1709,,,2/14/2012,2.5692
2/13/2012,1.1699,,,2/15/2012,2.4661
2/14/2012,1.1828,,,2/16/2012,2.505
2/15/2012,1.183,,,2/17/2012,2.5523
2/16/2012,1.1917,,,2/20/2012,2.5817
2/17/2012,1.2472,,,2/21/2012,2.6436
2/20/2012,1.2011,,,2/22/2012,2.6461
2/21/2012,1.282,,,2/23/2012,2.5609
2/22/2012,1.2788,,,2/24/2012,2.5519
2/23/2012,1.2167,,,2/27/2012,2.5054
2/24/2012,1.204,,,2/28/2012,2.4546
2/27/2012,1.2042,,,2/29/2012,2.4434
2/28/2012,1.164,,,03/01/2012,2.4837
2/29/2012,1.168,,,03/02/2012,2.5571
03/01/2012,1.172,,,03/05/2012,2.4772
03/02/2012,1.2045,,,03/06/2012,2.5651
03/05/2012,1.0989,,,03/07/2012,2.4727
03/06/2012,1.1623,,,03/08/2012,2.4812
03/07/2012,1.1405,,,03/09/2012,2.4929
03/08/2012,1.1633,,,03/12/2012,2.5043
03/09/2012,1.1761,,,3/13/2012,2.441
03/12/2012,1.1772,,,3/14/2012,2.5075
3/13/2012,1.1386,,,3/15/2012,2.7153
3/14/2012,1.2079,,,3/16/2012,2.7154
3/15/2012,1.2344,,,3/19/2012,2.8125
3/16/2012,1.2436,,,3/20/2012,2.7983
3/19/2012,1.2133,,,3/21/2012,2.7924
3/20/2012,1.2501,,,3/22/2012,2.7413
3/21/2012,1.2463,,,3/23/2012,2.6939
3/22/2012,1.2472,,,3/26/2012,2.6399
3/23/2012,1.2386,,,3/27/2012,2.695
3/26/2012,1.2203,,,3/28/2012,2.626
3/27/2012,1.2285,,,3/29/2012,2.6097
3/28/2012,1.1875,,,3/30/2012,2.591
3/29/2012,1.1788,,,04/02/2012,2.5662
3/30/2012,1.1801,,,04/03/2012,2.6004
04/02/2012,1.1788,,,04/04/2012,2.5521
04/03/2012,1.1774,,,04/05/2012,2.5797
04/04/2012,1.1643,,,04/10/2012,2.5147
04/05/2012,1.208,,,04/11/2012,2.401
04/10/2012,1.2002,,,04/12/2012,2.4011
04/11/2012,1.1498,,,4/13/2012,2.4546
04/12/2012,1.2155,,,4/16/2012,2.4203
4/13/2012,1.2017,,,4/17/2012,2.4199
4/16/2012,1.1933,,,4/18/2012,2.4774
4/17/2012,1.2204,,,4/19/2012,2.5097
4/18/2012,1.2315,,,4/20/2012,2.5717
4/19/2012,1.2821,,,4/23/2012,2.5699
4/20/2012,1.2937,,,4/24/2012,2.5242
4/23/2012,1.3301,,,4/25/2012,2.5144
4/24/2012,1.328,,,4/26/2012,2.5351
4/25/2012,1.3214,,,4/27/2012,2.4982
4/26/2012,1.3019,,,4/30/2012,2.5056
4/27/2012,1.2499,,,05/01/2012,2.5031
4/30/2012,1.3509,,,05/02/2012,2.5274
05/01/2012,1.3353,,,05/03/2012,2.4661
05/02/2012,1.3371,,,05/04/2012,2.4581
05/03/2012,1.3125,,,05/08/2012,2.4599
05/04/2012,1.2974,,,05/09/2012,2.3688
05/08/2012,1.2751,,,05/10/2012,2.3291
05/09/2012,1.2822,,,05/11/2012,2.393
05/10/2012,1.3132,,,5/14/2012,2.3374
05/11/2012,1.3332,,,5/15/2012,2.2568
5/14/2012,1.3278,,,5/16/2012,2.2296
5/15/2012,1.3771,,,5/17/2012,2.2082
5/16/2012,1.3881,,,5/18/2012,2.1629
5/17/2012,1.368,,,5/21/2012,2.1673
5/18/2012,1.316,,,5/22/2012,2.1983
5/21/2012,1.2931,,,5/23/2012,2.2562
5/22/2012,1.2673,,,5/24/2012,2.1513
5/23/2012,1.2399,,,5/25/2012,2.1345
5/24/2012,1.1718,,,5/28/2012,2.1397
5/25/2012,1.1923,,,5/29/2012,2.1481
5/28/2012,1.1751,,,5/30/2012,2.166
5/29/2012,1.1494,,,5/31/2012,2.0649
5/30/2012,1.192,,,06/01/2012,1.9466
5/31/2012,1.1415,,,06/06/2012,1.9826
06/01/2012,1.1567,,,06/07/2012,2.1336
06/06/2012,1.0814,,,06/08/2012,2.1932
06/07/2012,1.1409,,,06/11/2012,2.0982
06/08/2012,1.1854,,,06/12/2012,2.1002
06/11/2012,1.1384,,,6/13/2012,2.1408
06/12/2012,1.1575,,,6/14/2012,2.2075
6/13/2012,1.1708,,,6/15/2012,2.2006
6/14/2012,1.1431,,,6/18/2012,2.0251
6/15/2012,1.0455,,,6/19/2012,1.9985
6/18/2012,0.8225,,,6/20/2012,2.1075
6/19/2012,0.8327,,,6/21/2012,2.1701
6/20/2012,0.8658,,,6/22/2012,2.1349
6/21/2012,0.9032,,,6/25/2012,2.1382
6/22/2012,0.8642,,,6/26/2012,2.1297
6/25/2012,0.9073,,,6/27/2012,2.1148
6/26/2012,0.8604,,,6/28/2012,2.1151
6/27/2012,0.9074,,,6/29/2012,2.0969
6/28/2012,0.8812,,,07/02/2012,2.1879
6/29/2012,0.9002,,,07/03/2012,2.1732
07/02/2012,0.9201,,,07/04/2012,2.2291
07/03/2012,0.8727,,,07/05/2012,2.1666
07/04/2012,0.9039,,,07/06/2012,2.0965
07/05/2012,0.9173,,,07/09/2012,2.0435
07/06/2012,0.8723,,,07/10/2012,2.0194
07/09/2012,0.8507,,,07/11/2012,1.9997
07/10/2012,0.8724,,,07/12/2012,1.9788
07/11/2012,0.8875,,,7/13/2012,1.9541
07/12/2012,0.8515,,,7/16/2012,1.9727
7/13/2012,0.8125,,,7/17/2012,1.9242
7/16/2012,0.8436,,,7/18/2012,1.9103
7/17/2012,0.8458,,,7/19/2012,1.8938
7/18/2012,0.8577,,,7/20/2012,1.9392
7/19/2012,0.7859,,,7/23/2012,1.9247
7/20/2012,0.7928,,,7/24/2012,1.9209
7/23/2012,0.7451,,,7/25/2012,1.9016
7/24/2012,0.7355,,,7/26/2012,1.8986
7/25/2012,0.7675,,,7/27/2012,2.0017
7/26/2012,0.7463,,,7/30/2012,2.055
7/27/2012,0.7571,,,7/31/2012,2.0745
7/30/2012,0.7815,,,08/01/2012,1.9966
7/31/2012,0.7304,,,08/02/2012,2.042
08/01/2012,0.707,,,08/03/2012,1.9708
08/02/2012,0.7432,,,08/06/2012,2.0651
08/03/2012,0.755,,,08/07/2012,2.0106
08/06/2012,0.7747,,,08/08/2012,2.0732
08/07/2012,0.7191,,,08/09/2012,2.0496
08/08/2012,0.7595,,,08/10/2012,2.0963
08/09/2012,0.8005,,,8/13/2012,2.0411
08/10/2012,0.8202,,,8/14/2012,2.0619
8/13/2012,0.7933,,,8/15/2012,2.1029
8/14/2012,0.82,,,8/16/2012,2.1663
8/15/2012,0.8156,,,8/17/2012,2.1916
8/16/2012,0.8146,,,8/20/2012,2.1751
8/17/2012,0.8364,,,8/21/2012,2.1707
8/20/2012,0.8175,,,8/22/2012,2.2088
8/21/2012,0.8315,,,8/23/2012,2.1321
8/22/2012,0.8612,,,8/24/2012,2.0603
8/23/2012,0.8413,,,8/27/2012,2.0405
8/24/2012,0.821,,,8/28/2012,2.0276
8/27/2012,0.7725,,,8/29/2012,1.9765
8/28/2012,0.7725,,,8/30/2012,1.9689
8/29/2012,0.7364,,,8/31/2012,1.922
8/30/2012,0.754,,,09/03/2012,1.9373
8/31/2012,0.7242,,,09/04/2012,1.9252
09/03/2012,0.7241,,,09/05/2012,1.9289
09/04/2012,0.71,,,09/06/2012,1.899
09/05/2012,0.7214,,,09/07/2012,1.9773
09/06/2012,0.7287,,,09/10/2012,1.9315
09/07/2012,0.7555,,,09/11/2012,1.9955
09/10/2012,0.7609,,,09/12/2012,1.9584
09/11/2012,0.8036,,,9/13/2012,2.0809
09/12/2012,0.7931,,,9/14/2012,2.0617
9/13/2012,0.8221,,,9/17/2012,2.1996
9/14/2012,0.7968,,,9/18/2012,2.1259
9/17/2012,0.8129,,,9/19/2012,2.0724
9/18/2012,0.8111,,,9/20/2012,2.0318
9/19/2012,0.7895,,,9/21/2012,1.9775
9/20/2012,0.7584,,,9/24/2012,1.9644
9/21/2012,0.7346,,,9/25/2012,1.972
9/24/2012,0.7567,,,9/26/2012,1.9672
9/25/2012,0.7509,,,9/27/2012,1.8984
9/26/2012,0.7546,,,9/28/2012,1.9846
9/27/2012,0.7774,,,10/01/2012,1.9273
9/28/2012,0.7586,,,10/02/2012,1.911
10/01/2012,0.6882,,,10/03/2012,1.9203
10/02/2012,0.6877,,,10/04/2012,1.9014
10/03/2012,0.6703,,,10/05/2012,1.9114
10/04/2012,0.6445,,,10/08/2012,1.9187
10/05/2012,0.6458,,,10/09/2012,1.9259
10/08/2012,0.6526,,,10/10/2012,1.924
10/09/2012,0.6019,,,10/11/2012,1.931
10/10/2012,0.614,,,10/12/2012,1.9295
10/11/2012,0.6348,,,10/15/2012,1.8779
10/12/2012,0.6408,,,10/16/2012,1.9084
10/15/2012,0.6419,,,10/17/2012,1.982
10/16/2012,0.6575,,,10/18/2012,2.0805
10/17/2012,0.6847,,,10/19/2012,2.0848
10/18/2012,0.6752,,,10/22/2012,2.0727
10/19/2012,0.6903,,,10/23/2012,2.1117
10/22/2012,0.6924,,,10/24/2012,2.0154
10/23/2012,0.6747,,,10/25/2012,2.0197
10/24/2012,0.6464,,,10/26/2012,2.1252
10/25/2012,0.6482,,,10/29/2012,2.0484
10/26/2012,0.686,,,10/30/2012,1.9963
10/29/2012,0.6659,,,10/31/2012,1.9854
10/30/2012,0.6421,,,11/01/2012,1.9871
10/31/2012,0.6579,,,11/02/2012,2.0796
11/01/2012,0.6716,,,11/05/2012,2.024
11/02/2012,0.661,,,11/06/2012,2.0086
11/05/2012,0.6607,,,11/07/2012,1.988
11/06/2012,0.6438,,,11/08/2012,1.9303
11/07/2012,0.6482,,,11/09/2012,1.9291
11/08/2012,0.6265,,,11/12/2012,1.9057
11/09/2012,0.6376,,,11/13/2012,1.9022
11/12/2012,0.6278,,,11/14/2012,1.8767
11/13/2012,0.6185,,,11/15/2012,1.8972
11/14/2012,0.6169,,,11/16/2012,1.8901
11/15/2012,0.6389,,,11/19/2012,1.8721
11/16/2012,0.6151,,,11/20/2012,1.9363
11/19/2012,0.6293,,,11/21/2012,2.0057
11/20/2012,0.638,,,11/22/2012,1.9982
11/21/2012,0.6724,,,11/23/2012,1.9781
11/22/2012,0.7112,,,11/26/2012,2.021
11/23/2012,0.7057,,,11/27/2012,1.9945
11/26/2012,0.7358,,,11/28/2012,1.9785
11/27/2012,0.7477,,,11/29/2012,1.9968
11/28/2012,0.7456,,,11/30/2012,1.8924
11/29/2012,0.7113,,,12/03/2012,1.9015
11/30/2012,0.728,,,12/04/2012,1.9675
12/03/2012,0.7333,,,12/05/2012,1.9436
12/04/2012,0.7382,,,12/06/2012,1.8891
12/05/2012,0.7206,,,12/07/2012,1.8657
12/06/2012,0.6915,,,12/10/2012,1.8674
12/07/2012,0.6718,,,12/11/2012,1.8992
12/10/2012,0.6409,,,12/12/2012,1.9195
12/11/2012,0.6513,,,12/13/2012,1.9348
12/12/2012,0.6616,,,12/14/2012,1.9718
12/13/2012,0.6465,,,12/17/2012,1.939
12/14/2012,0.6552,,,12/18/2012,1.9764
12/17/2012,0.6644,,,12/19/2012,2.0381
12/18/2012,0.6674,,,12/20/2012,2.0332
12/19/2012,0.68,,,12/21/2012,2.0327
12/20/2012,0.7005,,,12/24/2012,1.984
12/21/2012,0.7143,,,12/25/2012,1.9911
12/24/2012,0.6954,,,12/26/2012,1.9824
12/25/2012,0.7095,,,12/27/2012,1.9824
12/26/2012,0.7142,,,12/28/2012,1.8945
12/27/2012,0.7142,,,12/31/2012,1.9227
12/28/2012,0.6856,,,01/01/2013,1.924
12/31/2012,0.6935,,,01/02/2013,1.9273
01/01/2013,0.7031,,,01/03/2013,2.0288
01/02/2013,0.7051,,,01/04/2013,2.1714
01/03/2013,0.7327,,,01/07/2013,2.2117
01/04/2013,0.74,,,01/08/2013,2.1793
01/07/2013,0.7574,,,01/09/2013,2.2224
01/08/2013,0.7567,,,01/10/2013,2.1278
01/09/2013,0.7253,,,01/11/2013,2.1783
01/10/2013,0.711,,,1/14/2013,2.1646
01/11/2013,0.7494,,,1/15/2013,2.2041
1/14/2013,0.7438,,,1/16/2013,2.1611
1/15/2013,0.7347,,,1/17/2013,2.0829
1/16/2013,0.7211,,,1/18/2013,2.1183
1/17/2013,0.7044,,,1/21/2013,2.1368
1/18/2013,0.7519,,,1/22/2013,2.1868
1/21/2013,0.7376,,,1/23/2013,2.1404
1/22/2013,0.7499,,,1/24/2013,2.1187
1/23/2013,0.7419,,,1/25/2013,2.0801
1/24/2013,0.7094,,,1/28/2013,2.1682
1/25/2013,0.7024,,,1/29/2013,2.2319
1/28/2013,0.7384,,,1/30/2013,2.1675
1/29/2013,0.7301,,,1/31/2013,2.2325
1/30/2013,0.7166,,,02/01/2013,2.1826
1/31/2013,0.7415,,,02/04/2013,2.2049
02/01/2013,0.7546,,,02/05/2013,2.2208
02/04/2013,0.7481,,,02/06/2013,2.2846
02/05/2013,0.7226,,,02/07/2013,2.2082
02/06/2013,0.7242,,,02/08/2013,2.2505
02/07/2013,0.7176,,,02/11/2013,2.2522
02/08/2013,0.699,,,02/12/2013,2.2516
02/11/2013,0.682,,,2/13/2013,2.2665
02/12/2013,0.6668,,,2/14/2013,2.4293
2/13/2013,0.6876,,,2/15/2013,2.3915
2/14/2013,0.7031,,,2/18/2013,2.3613
2/15/2013,0.6966,,,2/19/2013,2.3888
2/18/2013,0.6964,,,2/20/2013,2.3547
2/19/2013,0.7001,,,2/21/2013,2.4095
2/20/2013,0.6848,,,2/22/2013,2.356
2/21/2013,0.6484,,,2/25/2013,2.2879
2/22/2013,0.5968,,,2/26/2013,2.3519
2/25/2013,0.6157,,,2/27/2013,2.1465
2/26/2013,0.6168,,,2/28/2013,2.143
2/27/2013,0.5948,,,03/01/2013,2.1505
2/28/2013,0.5995,,,03/04/2013,2.1645
03/01/2013,0.5912,,,03/05/2013,2.1342
03/04/2013,0.5489,,,03/06/2013,2.2167
03/05/2013,0.5634,,,03/07/2013,2.1827
03/06/2013,0.5762,,,03/08/2013,2.2429
03/07/2013,0.571,,,03/11/2013,2.2621
03/08/2013,0.5899,,,03/12/2013,2.2622
03/11/2013,0.5901,,,3/13/2013,2.1749
03/12/2013,0.5697,,,3/14/2013,2.2366
3/13/2013,0.5563,,,3/15/2013,2.1511
3/14/2013,0.575,,,3/18/2013,2.1484
3/15/2013,0.5725,,,3/19/2013,2.0689
3/18/2013,0.5893,,,3/20/2013,2.0238
3/19/2013,0.4557,,,3/21/2013,1.9882
3/20/2013,0.557,,,3/22/2013,1.9995
3/21/2013,0.5282,,,3/25/2013,2.0329
3/22/2013,0.5247,,,3/26/2013,1.97
3/25/2013,0.5336,,,3/27/2013,1.9365
3/26/2013,0.526,,,3/28/2013,1.896
3/27/2013,0.5063,,,3/29/2013,1.9411
3/28/2013,0.5445,,,04/01/2013,1.9567
3/29/2013,0.5313,,,04/02/2013,1.9456
04/01/2013,0.5289,,,04/03/2013,1.9519
04/02/2013,0.5288,,,04/04/2013,1.9222
04/03/2013,0.491,,,04/05/2013,1.8783
04/04/2013,0.4867,,,04/08/2013,1.8011
04/05/2013,0.4775,,,04/09/2013,1.8845
04/08/2013,0.5108,,,04/10/2013,1.8716
04/09/2013,0.4937,,,04/11/2013,1.9265
04/10/2013,0.5114,,,04/12/2013,1.9297
04/11/2013,0.4979,,,4/15/2013,1.8722
04/12/2013,0.471,,,4/16/2013,1.889
4/15/2013,0.4958,,,4/17/2013,1.8713
4/16/2013,0.4691,,,4/18/2013,1.8932
4/17/2013,0.4962,,,4/19/2013,1.837
4/18/2013,0.481,,,4/22/2013,1.8513
4/19/2013,0.4719,,,4/23/2013,1.8083
4/22/2013,0.4665,,,4/24/2013,1.7863
4/23/2013,0.4581,,,4/25/2013,1.8536
4/24/2013,0.4484,,,4/26/2013,1.8714
4/25/2013,0.4539,,,4/29/2013,1.8339
4/26/2013,0.4666,,,4/30/2013,1.7912
4/29/2013,0.4811,,,05/01/2013,1.8493
4/30/2013,0.4666,,,05/02/2013,1.7966
05/01/2013,0.4899,,,05/03/2013,1.7544
05/02/2013,0.4689,,,05/06/2013,1.8601
05/03/2013,0.4606,,,05/07/2013,1.8805
05/06/2013,0.5009,,,05/08/2013,1.9459
05/07/2013,0.4916,,,05/09/2013,1.9433
05/08/2013,0.5129,,,05/10/2013,1.9236
05/09/2013,0.5058,,,5/13/2013,2.0472
05/10/2013,0.5063,,,5/14/2013,2.0164
5/13/2013,0.5464,,,5/15/2013,2.113
5/14/2013,0.5437,,,5/16/2013,2.0849
5/15/2013,0.5305,,,5/17/2013,2.0518
5/16/2013,0.5148,,,5/20/2013,2.1244
5/17/2013,0.5299,,,5/21/2013,2.0666
5/20/2013,0.515,,,5/22/2013,2.0425
5/21/2013,0.529,,,5/23/2013,2.0577
5/22/2013,0.5271,,,5/24/2013,2.099
5/23/2013,0.5054,,,5/27/2013,2.0736
5/24/2013,0.5328,,,5/28/2013,2.0447
5/27/2013,0.5488,,,5/29/2013,2.1192
5/28/2013,0.5384,,,5/30/2013,2.1284
5/29/2013,0.5521,,,5/31/2013,2.1092
5/30/2013,0.583,,,06/03/2013,2.2306
5/31/2013,0.589,,,06/04/2013,2.2063
06/03/2013,0.6288,,,06/05/2013,2.2275
06/04/2013,0.6293,,,06/06/2013,2.1601
06/05/2013,0.6355,,,06/07/2013,2.177
06/06/2013,0.6046,,,06/10/2013,2.2925
06/07/2013,0.6222,,,06/11/2013,2.3873
06/10/2013,0.6694,,,06/12/2013,2.4895
06/11/2013,0.7081,,,6/13/2013,2.4863
06/12/2013,0.704,,,6/14/2013,2.4191
6/13/2013,0.668,,,6/17/2013,2.3548
6/14/2013,0.6656,,,6/18/2013,2.4199
6/17/2013,0.6222,,,6/19/2013,2.4421
6/18/2013,0.6599,,,6/20/2013,2.4558
6/19/2013,0.6901,,,6/21/2013,2.7298
6/20/2013,0.6908,,,6/24/2013,2.861
6/21/2013,0.7535,,,6/25/2013,3.0313
6/24/2013,0.8662,,,6/26/2013,3.0728
6/25/2013,1.0074,,,6/27/2013,2.9004
6/26/2013,0.9036,,,6/28/2013,2.8855
6/27/2013,0.7884,,,07/01/2013,2.8883
6/28/2013,0.7946,,,07/02/2013,2.8389
07/01/2013,0.7622,,,07/03/2013,2.7632
07/02/2013,0.7618,,,07/04/2013,2.8864
07/03/2013,0.7187,,,07/05/2013,2.7744
07/04/2013,0.8199,,,07/08/2013,2.9595
07/05/2013,0.7155,,,07/09/2013,2.9849
07/08/2013,0.711,,,07/10/2013,3.0094
07/09/2013,0.6614,,,07/11/2013,2.9731
07/10/2013,0.6366,,,07/12/2013,2.8922
07/11/2013,0.6603,,,7/15/2013,2.77
07/12/2013,0.7219,,,7/16/2013,2.7967
7/15/2013,0.7222,,,7/17/2013,2.6509
7/16/2013,0.7287,,,7/18/2013,2.6813
7/17/2013,0.6665,,,7/19/2013,2.6059
7/18/2013,0.6022,,,7/22/2013,2.6904
7/19/2013,0.5974,,,7/23/2013,2.6574
7/22/2013,0.6318,,,7/24/2013,2.7354
7/23/2013,0.6443,,,7/25/2013,2.8286
7/24/2013,0.6786,,,7/26/2013,2.7855
7/25/2013,0.6457,,,7/29/2013,2.7619
7/26/2013,0.6245,,,7/30/2013,2.7876
7/29/2013,0.6155,,,7/31/2013,2.7845
7/30/2013,0.6198,,,08/01/2013,2.779
7/31/2013,0.622,,,08/02/2013,2.8848
08/01/2013,0.6202,,,08/05/2013,2.8798
08/02/2013,0.6529,,,08/06/2013,2.9822
08/05/2013,0.6704,,,08/07/2013,2.9665
08/06/2013,0.6983,,,08/08/2013,2.9715
08/07/2013,0.7123,,,08/09/2013,2.9735
08/08/2013,0.6781,,,08/12/2013,2.9584
08/09/2013,0.6916,,,8/13/2013,3.0361
08/12/2013,0.7012,,,8/14/2013,3.2069
8/13/2013,0.7289,,,8/15/2013,3.2119
8/14/2013,0.8009,,,8/16/2013,3.2643
8/15/2013,0.8007,,,8/19/2013,3.3303
8/16/2013,0.837,,,8/20/2013,3.3658
8/19/2013,0.8243,,,8/21/2013,3.3206
8/20/2013,0.8154,,,8/22/2013,3.2895
8/21/2013,0.7625,,,8/23/2013,3.3381
8/22/2013,0.7623,,,8/26/2013,3.3457
8/23/2013,0.7966,,,8/27/2013,3.3365
8/26/2013,0.8328,,,8/28/2013,3.1811
8/27/2013,0.8106,,,8/29/2013,3.1994
8/28/2013,0.7664,,,8/30/2013,3.1124
8/29/2013,0.78,,,09/02/2013,3.2197
8/30/2013,0.7565,,,09/03/2013,3.2749
09/02/2013,0.7831,,,09/04/2013,3.2935
09/03/2013,0.8003,,,09/05/2013,3.2585
09/04/2013,0.8245,,,09/06/2013,3.3931
09/05/2013,0.8057,,,09/09/2013,3.307
09/06/2013,0.9343,,,09/10/2013,3.324
09/09/2013,0.8867,,,09/11/2013,3.4033
09/10/2013,0.8635,,,09/12/2013,3.4351
09/11/2013,0.8887,,,9/13/2013,3.3356
09/12/2013,0.8477,,,9/16/2013,3.3054
9/13/2013,0.821,,,9/17/2013,3.3378
9/16/2013,0.8377,,,9/18/2013,3.3633
9/17/2013,0.8083,,,9/19/2013,3.4176
9/18/2013,0.8142,,,9/20/2013,3.3245
9/19/2013,0.8783,,,9/23/2013,3.4005
9/20/2013,0.8108,,,9/24/2013,3.3293
9/23/2013,0.8451,,,9/25/2013,3.1718
9/24/2013,0.8032,,,9/26/2013,3.142
9/25/2013,0.7616,,,9/27/2013,3.1173
9/26/2013,0.7589,,,9/30/2013,3.1172
9/27/2013,0.7805,,,10/01/2013,3.0946
9/30/2013,0.7959,,,10/02/2013,3.075
10/01/2013,0.7899,,,10/03/2013,3.1295
10/02/2013,0.7877,,,10/04/2013,3.1147
10/03/2013,0.7797,,,10/07/2013,3.1808
10/04/2013,0.7883,,,10/08/2013,3.1358
10/07/2013,0.8409,,,10/09/2013,3.1342
10/08/2013,0.7979,,,10/10/2013,3.1103
10/09/2013,0.8518,,,10/11/2013,3.133
10/10/2013,0.8398,,,10/14/2013,3.1962
10/11/2013,0.8406,,,10/15/2013,3.2106
10/14/2013,0.8413,,,10/16/2013,3.23
10/15/2013,0.856,,,10/17/2013,3.2337
10/16/2013,0.8885,,,10/18/2013,3.1194
10/17/2013,0.8466,,,10/21/2013,3.0914
10/18/2013,0.8262,,,10/22/2013,3.1082
10/21/2013,0.8084,,,10/23/2013,2.9703
10/22/2013,0.796,,,10/24/2013,2.9662
10/23/2013,0.7575,,,10/25/2013,3.0076
10/24/2013,0.7504,,,10/28/2013,2.9686
10/25/2013,0.7501,,,10/29/2013,2.961
10/28/2013,0.7368,,,10/30/2013,2.9326
10/29/2013,0.7233,,,10/31/2013,2.8994
10/30/2013,0.7249,,,11/01/2013,2.9849
10/31/2013,0.7022,,,11/04/2013,3.0604
11/01/2013,0.7364,,,11/05/2013,3.0366
11/04/2013,0.7274,,,11/06/2013,3.1279
11/05/2013,0.7282,,,11/07/2013,3.1354
11/06/2013,0.8013,,,11/08/2013,3.1047
11/07/2013,0.7473,,,11/11/2013,3.193
11/08/2013,0.7383,,,11/12/2013,3.225
11/11/2013,0.8036,,,11/13/2013,3.2376
11/12/2013,0.8077,,,11/14/2013,3.2037
11/13/2013,0.7667,,,11/15/2013,3.1379
11/14/2013,0.7415,,,11/18/2013,3.1442
11/15/2013,0.7249,,,11/19/2013,3.0714
11/18/2013,0.7356,,,11/20/2013,3.1221
11/19/2013,0.7312,,,11/21/2013,3.1567
11/20/2013,0.7245,,,11/22/2013,3.2055
11/21/2013,0.699,,,11/25/2013,3.1776
11/22/2013,0.7459,,,11/26/2013,3.1944
11/25/2013,0.7456,,,11/27/2013,3.1375
11/26/2013,0.6969,,,11/28/2013,3.1679
11/27/2013,0.7034,,,11/29/2013,3.1769
11/28/2013,0.734,,,12/02/2013,3.2031
11/29/2013,0.7357,,,12/03/2013,3.2701
12/02/2013,0.7283,,,12/04/2013,3.2586
12/03/2013,0.7647,,,12/05/2013,3.358
12/04/2013,0.7659,,,12/06/2013,3.3699
12/05/2013,0.7576,,,12/09/2013,3.3612
12/06/2013,0.762,,,12/10/2013,3.3457
